locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation,co_brand
https://www.rmcf.com/NV/LasVegas70042,"Las Vegas, NV (Cheyenne Corp. Ctr.) U-Swirl/RMCF",7660 W. Cheyenne Avenue,Las Vegas,NV,89129,US,70042,7029120900,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/NV/LasVegas70023,"Las Vegas, NV (U-Swirl / RMCF)",9795 W. Charleston Blvd. #101,Las Vegas,NV,89117,US,70023,7024791352,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/NV/Laughlin50484,"Laughlin, NV ","1955 South Casino Dr., Ste 338",Laughlin,NV,89029,US,50484,7022980513,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/KS/Lawrence60049,"Lawrence, KS (Cold Stone / RMCF)","647 Massachusetts Street, Suite 101B",Lawrence,KS,66044,US,60049,7858430990,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/UT/Layton60023,"Layton, UT (Cold Stone / RMCF)","936 N. Main Street, Suite D",Layton,UT,84041,US,60023,8014440701,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/WA/Leavenworth50145,"Leavenworth, WA",636 Front St.,Leavenworth,WA,98826,US,50145,5095486525,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/Lehi50864,"Lehi, UT",3700 N. Cabelas Boulevard Space 252,Lehi,UT,84043,US,50864,8019011323,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/KY/Lexington60088,"Lexington, KY (Cold Stone / RMCF)","2337 Sir Barton Way, Suite 110",Lexington,KY,40506,US,60088,8592802264,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/KY/Lexington60102,"Lexington, KY 2 (Cold Stone / RMCF)","3801 Mall Road, Suite 110",Lexington,KY,40503,US,60102,6176456837,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/IL/Libertyville50556,"Libertyville, IL",541 N Milwaukee Avenue,Libertyville,IL,60048,US,50556,8473676703,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CO/Littleton50544,"Littleton, CO","8501 W. Bowles Ave., Space 2015",Littleton,CO,80123,US,50544,3039721644,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Lodi50648,"Lodi, CA","115 S. School St., Suite 4",Lodi,CA,95240,US,50648,2093398275,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/Logan60051,"Logan, UT (Cold Stone / RMCF)","505 East, 1400 North, Suite # 140",Logan,UT,84341,US,60051,4357533339,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/LongBeach50309,"Long Beach, CA","419 Shoreline Village Dr., Suite F",Long Beach,CA,90802,US,50309,5624365901,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NJ/LongBranch50620,"Long Branch, NJ",56 Centennial Drive,Long Branch,NJ,07740,US,50620,7322227623,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CO/Longmont60042,"Longmont, CO (Cold Stone / RMCF)","1087 S Hover Road, Unit B",Longmont,CO,80501,US,60042,3036825680,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/KY/Louisville60083,"Louisville, KY (Cold Stone / RMCF)",2015 S. Hurstbourne Parkway,Louisville,KY,40220,US,60083,5024997750,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CO/Loveland50455,"Loveland, CO",5669 McWhinney Blvd.,Loveland,CO,80538,US,50455,9705930106,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/Lubbock70037,"Lubbock, TX",6616 Milwaukee Avenue,Lubbock,TX,79424,US,70037,8069939866,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/OH/Lyndhurst50763,"Lyndhurst, OH",25369 Cedar Road,Lyndhurst,OH,44124,US,50763,2163817625,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Mammoth50610,"Mammoth, CA","6201 Minaret Rd, Space #213",Mammoth,CA,93546,US,50610,7609346962,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/MammothLakes50009,"Mammoth Lakes, CA","437 Old Mammoth Road, Space N-1",Mammoth Lakes,CA,93546,US,50009,7609346269,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/KS/Manhattan60044,"Manhattan, KS (Cold Stone / RMCF)",1225 Moro Street,Manhattan,KS,66502,US,60044,7855395336,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Manteca50712,"Manteca, CA",303 E. Yosemite Ave.,Manteca,CA,95336,US,50712,2098236500,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NC/Matthews50881,"Matthews, NC",921 Park Center Drive,Matthews,NC,28105,US,50881,7044439150,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/McAllen50946,"McAllen, TX, La Plaza Mall","2200 S. 10th Street, Suite C-75",McAllen,TX,78503,US,50946,9562175937,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/McAllen50755,"McAllen, TX","3300 W Expressway 83, Ste 170",McAllen,TX,78501,US,50755,9566313800,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/Mercedes50734,"Mercedes, TX","5001 E Expressway 83, Ste 331",Mercedes,TX,78570,US,50734,9565657725,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OH/Miamisburg60025,"Miamisburg, OH (Cold Stone/RMCF)",3700 Rigby Road,Miamisburg,OH,45342,US,60025,9372475658,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Milpitas50655,"Milpitas, CA",170 Great Mall Drive,Milpitas,CA,95035,US,50655,4089427211,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/FL/MiramarBeach50247,"Miramar Beach, FL",10562  Hwy. 98 West #117,Miramar Beach,FL,32550,US,50247,8506549777,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Modesto60055,"Modesto, CA (Cold Stone / RMCF)","3401 Dale Rd., Suie Q12A",Modesto,CA,95356,US,60055,2095775500,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Montclair50621,"Montclair, CA",2103 Montclair Plaza Lane,Montclair,CA,91763,US,50621,9096269660,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Monterey50346,"Monterey, CA",647 Cannery Row,Monterey,CA,93940,US,50346,8313721065,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/Murray50856,"Murray, UT",6117 South State Street,Murray,UT,84107,US,50856,8012811415,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/Murray60108,"Murray, UT (Cold Stone / RMCF)",5287 South State Street,Murray,UT,84107,US,60108,8012700801,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/IL/Naperville50672,"Naperville, IL (Crossings)","2835 Showplace Dr., Ste 111",Naperville,IL,60564,US,50672,6309042462,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TN/Nashville50453,"Nashville, TN",348 Opry Mills Drive,Nashville,TN,37214,US,50453,6159441953,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/FL/NewPortRitchey60114,"New Port Ritchey, FL CSC","10710 State Road 54, Suite 103",New Port Ritchey,FL,34655,US,60114,7278169696,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/WA/NorthBend50240,"North Bend, WA","561 S. Fork Ave. SW, Ste. H",North Bend,WA,98045,US,50240,4258311818,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OH/NorthCanton60059,"North Canton, OH (Cold Stone / RMCF)",4966 Portage NW,North Canton,OH,44720,US,60059,3304943600,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/NV/NorthLasVegas70022,"North Las Vegas, NV (U-Swirl / RMCF)",6592 N. Decatur Blvd. #101,North Las Vegas,NV,89131,US,70022,7026297960,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/IL/Northfield50115,"Northfield, IL","300 Happ Rd., Ste 114",Northfield,IL,60093,US,50115,8474465001,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/Ogden60098,"Ogden, UT (Cold Stone / RMCF)","175 S. 25th Street, Suite 100",Ogden,UT,84401,US,60098,8016106946,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/KS/Olathe60047,"Olathe, KS (Cold Stone / RMCF)",14941 West 119th Street,Olathe,KS,66062,US,60047,9137824815,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/NE/Omaha60045,"Omaha, NE (Cold Stone / RMCF)",3220 Farnam Street #2107,Omaha,NE,68131,US,60045,4023591719,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Ontario50332,"Ontario, CA","One Mills Circle, Ste. 809",Ontario,CA,91764,US,50332,9099809248,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Orange50308,"Orange, CA (The Outlets)","20 City Blvd. West, Suite A-215",Orange,CA,92868,US,50308,7143851777,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/FL/Orlando60022,"Orlando, FL (Cold Stone / RMCF)","8001 S. Orange Blossom Trail, Rm #714",Orlando,FL,32809,US,60022,4076132568,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/FL/Orlando60086,"Orlando, FL (Cold Stone / RMCF)",8145 Internaional Drive Suite 545,Orlando,FL,32819,US,60086,4079300936,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/MO/OsageBeach50167,"Osage Beach, MO","4540 Osage Beach Parkway, M7",Osage Beach,MO,65065,US,50167,5733480880,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/MS/Oxford50838,"Oxford, MS","2305 W Jackson Ave., Ste 204",Oxford,MS,38655,US,50838,6622362911,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Palmdale60111,"Palmdale, CA (Cold Stone / RMCF)","1201 W. Avenue P., Suite A",Palmdale,CA,93551,US,60111,6612742650,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/UT/ParkCity50215,"Park City, UT (Main St.)",510 Main Street,Park City,UT,84060,US,50215,4356490997,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/ParkCity50214,"Park City, UT (Resort)",1385 Lowell Ave.,Park City,UT,84060,US,50214,4356492235,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/MS/Pearl70025,"Pearl, MS (U-Swirl / RMCF)",200 Bass Pro Drive Suite 420,Pearl,MS,39208,US,70025,6013981842,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/IL/Peoria50551,"Peoria, IL (Metro Center)","4700 No. University St., Suite 21",Peoria,IL,61614,US,50551,3096892892,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Peoria60010,"Peoria, AZ (Lake Pleasant)",9918 W. Happy Valley Parkway,Peoria,AZ,85383,US,60010,6235661400,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Petaluma50195,"Petaluma, CA",2200 Petaluma Boulevard North # 410,Petaluma,CA,94952,US,50195,7077816800,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Phoenix50486,"Phoenix, AZ (Outlets at Anthem)","4250 Anthem Way, Suite 485",Phoenix,AZ,85027,US,50486,6234659716,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Phoenix50890,"Phoenix, AZ (Norterra)",The Shops at Norterra  2510 W. Happy Valley Rd STE 1250,Phoenix,AZ,85085-1881,US,50890,6235182138,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OH/Pickerington60041,"Pickerington, OH (Cold Stone / RMCF)",1718 Hill Road North ,Pickerington,OH,43147,US,60041,6148689801,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/PismoBeach50209,"Pismo Beach, CA",333 Five Cities Dr.,Pismo Beach,CA,93449,US,50209,8057732149,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NY/Pleasantville60027,"Pleasantville, NY (Cold Stone / RMCF)",64 Washington Avenue,Pleasantville,NY,10570,US,60027,9144094959,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/MI/Portage60113,"Portage, MI (Cold Stone/RMCF)",6800 S. Westnedge Avenue,Portage,MI,49002,US,60113,2693274674,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/UT/Price60066,"Price, UT (Cold Stone / RMCF)",1191 E. Main Street ,Price,UT,84501,US,60066,4356132653,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/UT/Provo50678,"Provo, UT","4801 N. University Ave., Suite 140",Provo,UT,84604,US,50678,8012240511,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/WA/Puyallup60107,"Puyallup, WA (Cold Stone/RMCF)",COMING SOON,Puyallup,WA,98373,US,60107,2538452000,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/NC/Raleigh50680,"Raleigh, NC","8521 Brier Creek Pkwy, Ste 103",Raleigh,NC,27616,US,50680,9198068992,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/RanchoCucamonga50593,"Rancho Cucamonga, CA",12545 N. Mainstreet,Rancho Cucamonga,CA,91739,US,50593,9094630203,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/RanchoMirage50615,"Rancho Mirage, CA","71-800 Highway 111, Sp. A-142",Rancho Mirage,CA,92270,US,50615,7603462929,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/SD/RapidCity50871,"Rapid City, SD",507 6th Street,Rapid City,SD,57701,US,50871,6057164700,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Redlands50739,"Redlands, CA","10060 Alabama St., Ste C",Redlands,CA,92374,US,50739,9097987700,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/RedondoBeach50522,"Redondo Beach, CA","1815 Hawthorne Blvd., # 342",Redondo Beach,CA,90278,US,50522,3102141585,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NV/Reno50772,"Reno, NV","5100 Mae Anne Ave., Suite 101",Reno,NV,89523,US,50772,7757871212,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/ID/Rexburg50945,"Rexburg, ID","175 West, 2nd South, Suite 105",Rexburg,ID,83440,US,50945,2087010067,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/MS/Ridgeland50846,"Ridgeland, MS","1065 Highland Colony Parkway, Suite G",Ridgeland,MS,39157,US,50846,6017075139,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NJ/Rockaway60060,"Rockaway, NJ (Cold Stone / RMCF)",321 Mt. Hope Ave,Rockaway,NJ,07866,US,60060,9735378200,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/TX/Rockwall50770,"Rockwall, TX","2091 Summer Lee Drive, Ste 103",Rockwall,TX,75032,US,50770,2147713500,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AR/Rogers50750,"Rogers, AR","2203 Promenade Blvd., Ste 8108",Rogers,AR,72758,US,50750,4798996700,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/IL/Rosemont60084,"Rosemont, IL (Cold Stone / RMCF)",7080 Mannheim Road,Rosemont,IL,60018,US,60084,8478246670,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/MI/Roseville60070,"Roseville, MI (Cold Stone / RMCF)",31961 Gratiot Avenue,Roseville,MI,48197,US,60070,5862942013,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/TX/RoundRock50700,"Round Rock, TX",4401 N. Hwy 35 #743,Round Rock,TX,78664,US,50700,5128689730,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Sacramento50028,"Sacramento, CA",1039 2nd Street,Sacramento,CA,95814,US,50028,9164488801,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OR/Salem50536,"Salem, OR","401 Center Street NE, Suite 285",Salem,OR,97301,US,50536,5033718400,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/SaltLakeCity50565,"Salt Lake City, UT (Gateway)",The Gateway 158 So. Rio Grand St.,Salt Lake City,UT,84101,US,50565,8014560683,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/SaltLakeCity50685,"Salt Lake City, UT (Airport Terminal 1)","776 N. Terminal Drive, Space 1 (Airport Terminal 1)",Salt Lake City,UT,84116,US,50685,8015313582,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/SaltLakeCity50845,"Salt Lake City, UT (Airport Terminal 2)","776 N. Terminal Dr., Terminal 2, D Concourse (Airport Terminal 2)",Salt Lake City,UT,84116,US,50845,8015313572,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/SanAntonio50072,"San Antonio, TX",522 River Walk St.,San Antonio,TX,78205,US,50072,2102272626,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/SanAntonio60038,"San Antonio, TX (Cold Stone / RMCF)","17503 LaCantera Pkwy., Ste 101",San Antonio,TX,78257,US,60038,2105612776,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/SanClemente50725,"San Clemente, CA ",101 W. Avenida Vista Hermosa Suite 612,San Clemente,CA,92672,US,50725,9494417728,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/SanDiego60065,"San Diego, CA (Cold Stone / RMCF)","4705 Clairmont Dr., Ste B",San Diego,CA,92117,US,60065,8582705552,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/SanJuanCapistrano50952,"San Juan Capistrano, CA","31876 Del Obispo, Suite 5",San Juan Capistrano,CA,92675,US,50952,9494964457,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/SanLuisObispo50335,"San Luis Obispo, CA",848 Higuera St.,San Luis Obispo,CA,93401-3601,US,50335,8055412221,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/SanMarcos50493,"San Marcos, TX","4015 South Interstate 35, Suite 835",San Marcos,TX,78666,US,50493,5123929780,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/SanMarcos60033,"San Marcos, TX (Cold Stone / RMCF)","708 Center Drive, #101",San Marcos,CA,92069,US,60033,7607437735,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/UT/Sandy60068,"Sandy,  UT (Cold Stone / RMCF)",9335 South State Street,Sandy,UT,84070,US,60068,8018784888,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/SantaAna50934,Santa Ana  ,Main Place Mall,Santa Ana,CA,92705,US,50934,7147233655,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/SantaRosa50807,"Santa Rosa, CA",1056 Santa Rosa Plaza,Santa Rosa,CA,95401,US,50807,7075452722,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/SaratogaSprings60087,"Saratoga Springs, UT",1376 North Redwood Road,Saratoga Springs,UT,84045,US,60087,8013418470,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/IL/Schaumburg60124,"Schaumburg, IL (Cold Stone/RMCF)","5 Woodfield Mall, Suite E-102",Schaumburg,IL,60173,US,60124,8476190799,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/AZ/Scottsdale50913,Scottsdale Shops at OdySea," 9500 E. Via de Ventura, Suite D201",Scottsdale,AZ,85256,US,50913,4804346071,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Scottsdale70040,"Scottsdale, AZ", 13610 N. Scottsdale Road,Scottsdale,AZ,85254,US,70040,4806633097,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Yogurtini
https://www.rmcf.com/AZ/Scottsdale50577,"Scottsdale, AZ","7014 Camelback Rd., Ste.  2200",Scottsdale,AZ,85251,US,50577,4809701707,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/WA/Seattle50435,"Seattle, WA (Pike Place)",1419 First Ave.,Seattle,WA,98101,US,50435,2062629581,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Sedona50575,"Sedona, AZ","270 N. Highway 89A, Suite 2",Sedona,AZ,86336,US,50575,9282823383,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CO/Silverthorne50445,"Silverthorne, CO","247-A Rainbow Drive, G-250",Silverthorne,CO,80498,US,50445,9702622462,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Solvang50032,"Solvang, CA",1655 Copenhagen Dr.,Solvang,CA,93463,US,50032,8056888823,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NY/Somers60078,"Somers, NY (Cold Stone / RMCF)",80 Route 6,Somers,NY,10505,US,60078,9146210201,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/UT/SouthJordan60091,"South Jordan, UT (Cold Stone / RMCF)",10493 South Redwood Road,South Jordan,UT,84095,US,60091,8014461095,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/SouthLakeTahoe50753,"South Lake Tahoe, CA","1001 Heavenly Village Way, Unit 30B",South Lake Tahoe,CA,96150,US,50753,7753392040,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/SpanishFork60076,"Spanish Fork, UT (Cold Stone / RMCF)",320 N. Main,Spanish Fork,UT,84660,US,60076,8017942558,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/WA/Spokane50841,"Spokane, WA (Riverpark Square)","808 West Main, Suite 147",Spokane,WA,99201,US,50841,5094739202,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/WA/SpokaneValley50795,"Spokane Valley, WA",1330 N. Argonne Road Suite C,Spokane Valley,WA,99212,US,50795,5099277623,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/StGeorge50363,"St George, UT","250 Red Cliffs Dr, Space 20",St George,UT,84790,US,50363,4356524327,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/FL/St.Augustine50420,"St. Augustine, FL","500 Outlet Mall Blvd., Space #290 St. Augustine Outlets",St. Augustine,FL,32095,US,50420,9048271545,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/MO/St.Charles70027,"St. Charles, MO (U-Swirl / RMCF)","1520 S. Fifth Street, Space 105",St. Charles,MO,63303,US,70027,6367573356,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/MO/St.Joseph50857,"St. Joseph, MO",3715 Frederick Ave. Unit B,St. Joseph,MO,64506-3018,US,50857,8162338500,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/MN/St.Paul50637,Minneapolis-St. Paul Int'l Airport,4300 Glumack Dr. LT-2360,St. Paul,MN,55111,US,50637,6127269133,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CO/SteamboatSprings50666,"Steamboat Springs, CO",624 Lincoln Avenue,Steamboat Springs,CO,80487,US,50666,9708703048,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OK/Stillwater50814,"Stillwater, OK",714 S. Main Street,Stillwater,OK,74074,US,50814,4055332977,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NM/Taos50464,"Taos, NM",112 S Plaza,Taos,NM,87571,US,50464,5757588855,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Temecula50826,"Temecula, CA",40820 Winchester Road,Temecula,CA,92591,US,50826,9512962990,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Tempe50923,"Tempe (Marketplace), AZ",2000 E. Rio Salado Parkway,Tempe,AZ,85281,US,50923,4802848724,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/AZ/Tempe50423,"Tempe, AZ",5000 Arizona Mills Circle #454,Tempe,AZ,85282,US,50423,4807567366,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/Terrell50535,"Terrell, TX","301 Tanger Dr. , Suite 201",Terrell,TX,75160,US,50535,9725639999,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/TX/TheWoodlands70036,"The Woodlands, TX (U-Swirl / RMCF)","26400 Kuykendahl, Bldg C, Suite 110",The Woodlands,TX,77389,US,70036,8326398760,<MISSING>,<MISSING>,<MISSING>,<MISSING>,U-Swirl
https://www.rmcf.com/NH/Tilton50478,"Tilton, NH","120 Laconia Road, Suite 200",Tilton,NH,03276,US,50478,6032867663,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
