locator_domain,location_name,street_address,city,state,zip,county_code,phone
https://www.marriott.com/hotels/travel/chsts-towneplace-suites-charleston/,TownePlace Suites Charleston-West Ashley,805 Orleans Road,Charleston,South Carolina,29407,USA,+1 843-806-2020
https://www.marriott.com/hotels/travel/sacfl-fairfield-inn-and-suites-sacramento-folsom/,Fairfield Inn & Suites Sacramento Folsom,1755 Cavitt Drive,Folsom,California,95630,USA,+1 916-984-0100
https://www.marriott.com/hotels/travel/bmgtl-courtyard-columbus-tipton-lakes/,Courtyard Columbus Tipton Lakes,3888 Mimosa Drive,Columbus,Indiana,47201,USA,+1 812-342-8888
https://www.marriott.com/hotels/travel/csgch-courtyard-columbus/,Courtyard Columbus,3501 Courtyard Way,Columbus,Georgia,31909,USA,+1 706-323-2323
https://www.marriott.com/hotels/travel/dfwcy-courtyard-dallas-dfw-airport-north-irving/,Courtyard Dallas DFW Airport North/Irving,4949 Regent Boulevard,Irving,Texas,75063,USA,+1 972-929-4004
https://www.marriott.com/hotels/travel/mgwmc-morgantown-marriott-at-waterfront-place/,Morgantown Marriott at Waterfront Place,Two Waterfront Place,Morgantown,West Virginia,26501,USA,+1 304-296-1700
https://www.marriott.com/hotels/travel/dsmta-towneplace-suites-ames/,TownePlace Suites Ames,1523 South Dayton Place,Ames,Iowa,50010,USA,+1 515-232-5500
https://www.marriott.com/hotels/travel/gspsm-fairfield-inn-and-suites-greenville-simpsonville/,Fairfield Inn & Suites Greenville Simpsonville,3821 Grandview Drive,Simpsonville,South Carolina,29680,USA,+1 864-962-8500
https://www.marriott.com/hotels/travel/dfwfa-four-points-dallas-arlington-entertainment-district/,Four Points by Sheraton Dallas Arlington Entertainment District,2451 East Randol Mill Road,Arlington,Texas,76011,USA,+1 817-640-5454
https://www.marriott.com/hotels/travel/mspjw-jw-marriott-minneapolis-mall-of-america/,JW Marriott Minneapolis Mall of America,2141 Lindau Lane,Bloomington,Minnesota,55425,USA,+1 612-615-0100
https://www.marriott.com/hotels/travel/boifi-fairfield-inn-boise/,Fairfield Inn Boise,3300 S Shoshone Street,Boise,Idaho,83705,USA,+1 208-331-5656
https://www.marriott.com/hotels/travel/elptx-el-paso-marriott/,El Paso Marriott,1600 Airway Blvd.,El Paso,Texas,79925,USA,+1 915-779-3300
https://www.marriott.com/hotels/travel/ericy-courtyard-erie-ambassador-conference-center/,Courtyard Erie Ambassador Conference Center,7792 Peach St.,Erie,Pennsylvania,16509,USA,+1 814-860-8300
https://www.marriott.com/hotels/travel/mcoln-residence-inn-orlando-lake-nona/,Residence Inn Orlando Lake Nona,6955 Lake Nona Boulevard,Orlando,Florida,32827,USA,+1 407-888-9974
https://www.marriott.com/hotels/travel/seabo-residence-inn-seattle-northeast-bothell/,Residence Inn Seattle Northeast/Bothell,11920 NE 195th Street,Bothell,Washington,98011,USA,+1 425-485-3030
https://www.marriott.com/hotels/travel/hbgfi-fairfield-inn-and-suites-hattiesburg/,Fairfield Inn & Suites Hattiesburg,173 Thornhill Drive,Hattiesburg,Mississippi,39401,USA,+1 601-296-7777
https://www.marriott.com/hotels/travel/stlpb-fairfield-inn-and-suites-st-louis-pontoon-beach-granite-city-il/,"Fairfield Inn & Suites St. Louis Pontoon Beach/Granite City, IL",5224 Commerce Parkway,Pontoon Beach,Illinois,62040,USA,+1 618-709-7933
https://www.marriott.com/hotels/travel/mspll-residence-inn-bloomington-by-mall-of-america/,Residence Inn Bloomington by Mall of America,7850 Bloomington Avenue South,Bloomington,Minnesota,55425,USA,+1 952-876-0900
https://www.marriott.com/hotels/travel/sandm-san-diego-marriott-del-mar/,San Diego Marriott Del Mar,11966 El Camino Real,San Diego,California,92130,USA,+1 858-523-1700
https://www.marriott.com/hotels/travel/alwcy-courtyard-walla-walla/,Courtyard Walla Walla,550 West Rose Street,Walla Walla,Washington,99362,USA,+1 509-876-8100
https://www.marriott.com/hotels/travel/atlwe-residence-inn-atlanta-perimeter-center-dunwoody/,Residence Inn Atlanta Perimeter Center/Dunwoody,4695 Ashford Dunwoody Road,Dunwoody,Georgia,30346,USA,+1 770-730-1531
https://www.marriott.com/hotels/travel/bvudt-courtyard-seattle-bellevue-downtown/,Courtyard Seattle Bellevue/Downtown,11010 NE 8th Street,Bellevue,Washington,98004,USA,+1 425-454-5888
https://www.marriott.com/hotels/travel/tpatw-towneplace-suites-tampa-westshore-airport/,TownePlace Suites Tampa Westshore/Airport,5302 Avion Park Drive,Tampa,Florida,33607,USA,+1 813-282-1081
https://www.marriott.com/hotels/travel/chsmc-charleston-marriott/,Charleston Marriott,170 Lockwood Boulevard,Charleston,South Carolina,29403,USA,+1 843-723-3000
https://www.marriott.com/hotels/travel/bnacb-courtyard-nashville-se-murfreesboro/,Courtyard Nashville SE/Murfreesboro,1306 Greshampark Drive,Murfreesboro,Tennessee,37129,USA,+1 615-907-3105
https://www.marriott.com/hotels/travel/albam-fairfield-inn-and-suites-saratoga-malta/,Fairfield Inn & Suites Saratoga Malta,101 Saratoga Village Boulevard,Malta,New York,12020,USA,+1 518-899-6900
https://www.marriott.com/hotels/travel/pitwm-springhill-suites-west-mifflin/,SpringHill Suites West Mifflin,1000 Regis Avenue,Pittsburgh,Pennsylvania,15236,USA,+1 412-653-9800
https://www.marriott.com/hotels/travel/lchri-residence-inn-lake-charles/,Residence Inn Lake Charles,1591 West Prien Lake Road,Lake Charles,Louisiana,70601,USA,+1 337-474-1772
https://www.marriott.com/hotels/travel/tpabn-springhill-suites-tampa-brandon/,SpringHill Suites Tampa Brandon,1051 S. Falkenburg Road,Tampa,Florida,33619,USA,+1 813-623-9990
https://www.marriott.com/hotels/travel/sanwi-the-westin-san-diego-gaslamp-quarter/,The Westin San Diego Gaslamp Quarter,910 Broadway Circle,San Diego,California,92101,USA,+1 619-239-2200
https://www.marriott.com/hotels/travel/mcosh-springhill-suites-orlando-north-sanford/,SpringHill Suites Orlando North/Sanford,201 North Towne Road,Sanford,Florida,32771,USA,+1 407-995-1000
https://www.marriott.com/hotels/travel/sacsr-springhill-suites-sacramento-roseville/,SpringHill Suites Sacramento Roseville,10593 Fairway Drive,Roseville,California,95678,USA,+1 916-782-2989
https://www.marriott.com/hotels/travel/dalsi-sheraton-suites-market-center-dallas/,Sheraton Suites Market Center Dallas,2101 North Stemmons Freeway,Dallas,Texas,75207,USA,+1 214-747-3000
https://www.marriott.com/hotels/travel/bosfm-residence-inn-boston-framingham/,Residence Inn Boston Framingham,400 Staples Drive,Framingham,Massachusetts,01702,USA,+1 508-370-0001
https://www.marriott.com/hotels/travel/chidn-courtyard-chicago-elgin-west-dundee/,Courtyard Chicago Elgin/West Dundee,2175 Marriott Drive,West Dundee,Illinois,60118,USA,+1 847-429-0300
https://www.marriott.com/hotels/travel/omasb-courtyard-omaha-bellevue-at-beardmore-event-center/,Courtyard Omaha Bellevue at Beardmore Event Center,3730 Raynor Parkway,Bellevue,Nebraska,68123,USA,+1 402-408-5300
https://www.marriott.com/hotels/travel/rswsh-springhill-suites-fort-myers-airport/,SpringHill Suites Fort Myers Airport,9501 Market Place Rd,Fort Myers,Florida,33912,USA,+1 239-561-1803
https://www.marriott.com/hotels/travel/mciap-kansas-city-airport-marriott/,Kansas City Airport Marriott,775 Brasilia Avenue,Kansas City,Missouri,64153,USA,+1 816-464-2200
https://www.marriott.com/hotels/travel/houln-springhill-suites-houston-the-woodlands/,SpringHill Suites Houston The Woodlands,16520 Interstate 45 South,The Woodlands,Texas,77384,USA,+1 936-271-0051
https://www.marriott.com/hotels/travel/ithmc-ithaca-marriott-downtown-on-the-commons/,Ithaca Marriott Downtown on the Commons,120 South Aurora Street,Ithaca,New York,14850,USA,+1 607-272-2222
https://www.marriott.com/hotels/travel/bflna-fairfield-inn-and-suites-bakersfield-north-airport/,Fairfield Inn & Suites Bakersfield North/Airport,8700 Spectrum Park Way,Bakersfield,California,93308,USA,+1 661-391-0700
https://www.marriott.com/hotels/travel/bnatg-towneplace-suites-nashville-goodlettsville/,TownePlace Suites Nashville Goodlettsville,830 Conference Drive,Goodlettsville,Tennessee,37072,USA,+1 615-859-5050
https://www.marriott.com/hotels/travel/bnaak-union-station-hotel-nashville-autograph-collection/,"Union Station Hotel Nashville, Autograph Collection",1001 Broadway,Nashville,Tennessee,37203,USA,+1 615-726-1001
https://www.marriott.com/hotels/travel/sjcjf-four-points-san-jose-airport/,Four Points by Sheraton San Jose Airport,1471 North 4th Street,San Jose,California,95112,USA,+1 408-452-0200
https://www.marriott.com/hotels/travel/pscrl-towneplace-suites-richland-columbia-point/,TownePlace Suites Richland Columbia Point,591 Columbia Point Drive,Richland,Washington,99352,USA,+1 509-943-9800
https://www.marriott.com/hotels/travel/intmc-winston-salem-marriott/,Winston-Salem Marriott,425 North Cherry Street,Winston-Salem,North Carolina,27101,USA,+1 336-725-3500
https://www.marriott.com/hotels/travel/erike-towneplace-suites-erie/,TownePlace Suites Erie,2090 Interchange Road,Erie,Pennsylvania,16565,USA,+1 814-866-7100
https://www.marriott.com/hotels/travel/snapk-fairfield-inn-and-suites-anaheim-north-buena-park/,Fairfield Inn & Suites Anaheim North/Buena Park,7828 Orangethorpe Avenue,Buena Park,California,90621,USA,+1 714-670-7200
https://www.marriott.com/hotels/travel/houcf-courtyard-houston-sugar-land-lake-pointe/,Courtyard Houston Sugar Land/Lake Pointe,16740 Creek Bend Drive,Sugar Land,Texas,77478,USA,+1 281-494-0555
https://www.marriott.com/hotels/travel/mkefd-fairfield-inn-and-suites-milwaukee-downtown/,Fairfield Inn & Suites Milwaukee Downtown,710 N. Old World Third Street,Milwaukee,Wisconsin,53203,USA,+1 414-224-8400
https://www.marriott.com/hotels/travel/chirw-residence-inn-chicago-waukegan-gurnee/,Residence Inn Chicago Waukegan/Gurnee,1440  South White Oak Drive,Waukegan,Illinois,60085,USA,+1 847-689-9240
https://www.marriott.com/hotels/travel/stlsi-sheraton-westport-chalet-hotel-st-louis/,Sheraton Westport Chalet Hotel St. Louis,191 Westport Plaza,St Louis,Missouri,63146,USA,+1 314-878-1500
https://www.marriott.com/hotels/travel/boswm-courtyard-boston-waltham/,Courtyard Boston Waltham,387 Winter Street,Waltham,Massachusetts,02451,USA,+1 781-419-0900
https://www.marriott.com/hotels/travel/mobcy-courtyard-mobile/,Courtyard Mobile,1000 West I-65 Service Road South,Mobile,Alabama,36609,USA,+1 251-344-5200
https://www.marriott.com/hotels/travel/alocy-courtyard-waterloo-cedar-falls/,Courtyard Waterloo Cedar Falls,250 Westfield Avenue,Waterloo,Iowa,50701,USA,+1 319-233-5531
https://www.marriott.com/hotels/travel/phxxl-aloft-phoenix-airport/,Aloft Phoenix-Airport,4450 East Washington,Phoenix,Arizona,85034,USA,+1 602-275-6300
https://www.marriott.com/hotels/travel/bwgfb-fairfield-inn-and-suites-bowling-green/,Fairfield Inn & Suites Bowling Green,1832 Cave Mill Road,Bowling Green,Kentucky,42104,USA,+1 270-599-1832
https://www.marriott.com/hotels/travel/ictww-springhill-suites-wichita-airport/,SpringHill Suites Wichita Airport,6633 West Kellogg,Wichita,Kansas,67209,USA,+1 316-260-4404
https://www.marriott.com/hotels/travel/houal-aloft-houston-by-the-galleria/,Aloft Houston by the Galleria,5415 Westheimer Road,Houston,Texas,77056,USA,+1 713-622-7010
https://www.marriott.com/hotels/travel/atlcp-atlanta-marriott-peachtree-corners/,Atlanta Marriott Peachtree Corners,475 Technology Parkway,Peachtree Corners,Georgia,30092,USA,+1 770-263-8558
https://www.marriott.com/hotels/travel/abqfn-fairfield-inn-and-suites-albuquerque-north/,Fairfield Inn & Suites Albuquerque North,4875 Pan American West Freeway NE,Albuquerque,New Mexico,87109,USA,+1 505-344-1574
https://www.marriott.com/hotels/travel/bdlwl-springhill-suites-hartford-airport-windsor-locks/,SpringHill Suites Hartford Airport/Windsor Locks,225 Ella Grasso Turnpike,Windsor Locks,Connecticut,06096,USA,+1 860-758-7000
https://www.marriott.com/hotels/travel/orfws-norfolk-waterside-marriott/,Norfolk Waterside Marriott,235 East Main Street,Norfolk,Virginia,23510,USA,+1 757-627-4200
https://www.marriott.com/hotels/travel/bosbu-boston-marriott-burlington/,Boston Marriott Burlington,One Burlington Mall Road,Burlington,Massachusetts,01803,USA,+1 781-229-6565
https://www.marriott.com/hotels/travel/denww-the-westin-westminster/,The Westin Westminster,10600 Westminster Boulevard,Westminster,Colorado,80020,USA,+1 303-410-5000
https://www.marriott.com/hotels/travel/atlbh-residence-inn-atlanta-buckhead/,Residence Inn Atlanta Buckhead,2960 Piedmont Road NE,Atlanta,Georgia,30305,USA,+1 404-239-0677
https://www.marriott.com/hotels/travel/cidcr-fairfield-inn-and-suites-cedar-rapids/,Fairfield Inn & Suites Cedar Rapids,605 32nd Avenue SW,Cedar Rapids,Iowa,52404,USA,+1 319-247-1000
https://www.marriott.com/hotels/travel/snasa-courtyard-costa-mesa-south-coast-metro/,Courtyard Costa Mesa South Coast Metro,3002 South Harbor Boulevard,Santa Ana,California,92704,USA,+1 714-545-1001
https://www.marriott.com/hotels/travel/bflch-courtyard-bakersfield/,Courtyard Bakersfield,3601 Marriott Drive,Bakersfield,California,93308,USA,+1 661-324-6660
https://www.marriott.com/hotels/travel/chisr-renaissance-chicago-downtown-hotel/,Renaissance Chicago Downtown Hotel,1 West Upper Wacker Drive,Chicago,Illinois,60601,USA,+1 312-372-7200
https://www.marriott.com/hotels/travel/hnmkw-the-westin-kaanapali-ocean-resort-villas/,The Westin Ka'anapali Ocean Resort Villas,6 Kai Ala Drive,Lahaina,Hawaii,96761,USA,+1 808-667-3200
https://www.marriott.com/hotels/travel/chidf-courtyard-chicago-deerfield/,Courtyard Chicago Deerfield,800 Lake Cook Road,Deerfield,Illinois,60015,USA,+1 847-940-8222
https://www.marriott.com/hotels/travel/phlmd-le-meridien-philadelphia/,Le Méridien Philadelphia,1421 Arch Street,Philadelphia,Pennsylvania,19102,USA,+1 215-422-8200
https://www.marriott.com/hotels/travel/chils-courtyard-chicago-lincolnshire/,Courtyard Chicago Lincolnshire,505 Milwaukee Avenue,Lincolnshire,Illinois,60069,USA,+1 847-634-9555
https://www.marriott.com/hotels/travel/houfh-fairfield-inn-and-suites-houston-hobby-airport/,Fairfield Inn & Suites Houston Hobby Airport,8730 Gulf Freeway,Houston,Texas,77017,USA,+1 713-941-6000
https://www.marriott.com/hotels/travel/sjtri-residence-inn-san-angelo/,Residence Inn San Angelo,2545 Southwest Boulevard,San Angelo,Texas,76901,USA,+1 325-949-6617
https://www.marriott.com/hotels/travel/cakmt-courtyard-akron-fairlawn/,Courtyard Akron Fairlawn,100 Springside Drive,Akron,Ohio,44333,USA,+1 330-668-9090
https://www.marriott.com/hotels/travel/btrbb-renaissance-baton-rouge-hotel/,Renaissance Baton Rouge Hotel,7000 Bluebonnet Boulevard,Baton Rouge,Louisiana,70810,USA,+1 225-215-7000
https://www.marriott.com/hotels/travel/hbgts-towneplace-suites-hattiesburg/,TownePlace Suites Hattiesburg,235 Thornhill Drive,Hattiesburg,Mississippi,39402,USA,+1 601-582-2030
https://www.marriott.com/hotels/travel/grrho-residence-inn-holland/,Residence Inn Holland,631 South Pointe Ridge Rd,Holland,Michigan,49423,USA,+1 616-393-6900
https://www.marriott.com/hotels/travel/hourn-residence-inn-houston-northwest-cypress/,Residence Inn Houston Northwest/Cypress,10456 Huffmeister Road,Houston,Texas,77065,USA,+1 281-295-1777
https://www.marriott.com/hotels/travel/mcoho-marriotts-harbour-lake/,Marriott's Harbour Lake,7102 Grand Horizons Boulevard,Orlando,Florida,32821,USA,+1 407-465-6100
https://www.marriott.com/hotels/travel/wasny-courtyard-washington-capitol-hill-navy-yard/,Courtyard Washington Capitol Hill/Navy Yard,140 L Street SE,Washington,District Of Columbia,20003,USA,+1 202-479-0027
https://www.marriott.com/hotels/travel/iadfi-fairfield-inn-and-suites-at-dulles-airport/,Fairfield Inn & Suites at Dulles Airport,23000 Indian Creek Drive,Sterling,Virginia,20166,USA,+1 703-435-5300
https://www.marriott.com/hotels/travel/ricdt-richmond-marriott/,Richmond Marriott,500 East Broad Street,Richmond,Virginia,23219,USA,+1 804-643-3400
https://www.marriott.com/hotels/travel/atlwh-courtyard-atlanta-windy-hill-ballpark/,Courtyard Atlanta Windy Hill/Ballpark,2045 S Park Place,Atlanta,Georgia,30339,USA,+1 770-955-3838
https://www.marriott.com/hotels/travel/myrcn-courtyard-myrtle-beach-barefoot-landing/,Courtyard Myrtle Beach Barefoot Landing,1000 Commons Boulevard,Myrtle Beach,South Carolina,29572,USA,+1 843-361-1730
https://www.marriott.com/hotels/travel/bossi-sheraton-needham-hotel/,Sheraton Boston Needham Hotel,100 Cabot Street,Needham,Massachusetts,02494,USA,+1 781-444-1110
https://www.marriott.com/hotels/travel/bdlap-hartford-windsor-marriott-airport/,Hartford/Windsor Marriott Airport,28 Day Hill Road,Windsor,Connecticut,06095,USA,+1 860-688-7500
https://www.marriott.com/hotels/travel/mspak-the-hotel-minneapolis-autograph-collection/,"Emery, Autograph Collection",215 4th Street South,Minneapolis,Minnesota,55401,USA,+1 612-340-2000
https://www.marriott.com/hotels/travel/houfc-fairfield-inn-and-suites-houston-westchase/,Fairfield Inn & Suites Houston Westchase,2400 West Sam Houston Parkway South,Houston,Texas,77042,USA,+1 713-334-2400
https://www.marriott.com/hotels/travel/cltsc-sheraton-charlotte-airport-hotel/,Sheraton Charlotte Airport Hotel,3315 Scott Futrell Drive,Charlotte,North Carolina,28208,USA,+1 704-392-1200
https://www.marriott.com/hotels/travel/sbnnb-fairfield-inn-and-suites-new-buffalo/,Fairfield Inn & Suites New Buffalo,11400 Holiday Drive,New Buffalo,Michigan,49117,USA,+1 269-586-2222
https://www.marriott.com/hotels/travel/snamc-marriott-irvine-spectrum/,Marriott Irvine Spectrum,7905 Irvine Center Drive,Irvine,California,92618,USA,+1 949-759-0200
https://www.marriott.com/hotels/travel/coush-springhill-suites-columbia/,SpringHill Suites Columbia,3415 Clark Lane,Columbia,Missouri,65202,USA,+1 573-554-9024
https://www.marriott.com/hotels/travel/snaog-courtyard-santa-ana-orange-county/,Courtyard Santa Ana Orange County,8 MacArthur Place,Santa Ana,California,92707,USA,+1 714-668-9993
https://www.marriott.com/hotels/travel/bwiwf-baltimore-marriott-waterfront/,Baltimore Marriott Waterfront,700 Aliceanna Street,Baltimore,Maryland,21202,USA,+1 410-385-3000
https://www.marriott.com/hotels/travel/mcorp-marriotts-royal-palms/,Marriott's Royal Palms,8404 Vacation Way,Orlando,Florida,32821,USA,+1 407-238-6200
https://www.marriott.com/hotels/travel/dfwrw-residence-inn-fort-worth-cultural-district/,Residence Inn Fort Worth Cultural District,2500 Museum Way,Fort Worth,Texas,76107,USA,+1 817-885-8250
https://www.marriott.com/hotels/travel/wasdt-washington-marriott-wardman-park/,Washington Marriott Wardman Park,2660 Woodley Road NW,Washington,District Of Columbia,20008,USA,+1 202-328-2000
https://www.marriott.com/hotels/travel/cvgcf-four-points-cincinnati-north/,Four Points by Sheraton Cincinnati North,7500 Tylers Place Boulevard,West Chester,Ohio,45069,USA,+1 513-777-1101
https://www.marriott.com/hotels/travel/triab-fairfield-inn-and-suites-abingdon/,Fairfield Inn & Suites Abingdon,923 East Main Street,Abingdon,Virginia,24210,USA,+1 276-619-5501
https://www.marriott.com/hotels/travel/orfva-fairfield-inn-and-suites-virginia-beach-oceanfront/,Fairfield Inn & Suites Virginia Beach Oceanfront,1901 Atlantic Avenue,Virginia Beach,Virginia,23451,USA,+1 757-422-4885
https://www.marriott.com/hotels/travel/gspgd-courtyard-greenville-downtown/,Courtyard Greenville Downtown,50 West Broad St,Greenville,South Carolina,29601,USA,+1 864-451-5700
https://www.marriott.com/hotels/travel/msptb-towneplace-suites-minneapolis-mall-of-america/,TownePlace Suites Minneapolis Mall of America,2500 Lindau Lane,Bloomington,Minnesota,55425,USA,+1 952-540-4000
https://www.marriott.com/hotels/travel/nycre-fairfield-inn-and-suites-new-york-downtown-manhattan-world-trade-center-area/,Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,100 Greenwich Street,New York,New York,10006,USA,+1 917-409-0800
https://www.marriott.com/hotels/travel/tulbv-fairfield-inn-and-suites-bartlesville/,Fairfield Inn & Suites Bartlesville,2107 SE Washington Boulevard,Bartlesville,Oklahoma,74006,USA,+1 918-331-2100
https://www.marriott.com/hotels/travel/phxmz-courtyard-phoenix-mesa-gateway-airport/,Courtyard Phoenix Mesa Gateway Airport,6907 East Ray Road,Mesa,Arizona,85212,USA,+1 480-351-7088
https://www.marriott.com/hotels/travel/ausrs-residence-inn-austin-south/,Residence Inn Austin South,4537 South IH-35,Austin,Texas,78744,USA,+1 512-912-1100
https://www.marriott.com/hotels/travel/btlts-towneplace-suites-battle-creek/,TownePlace Suites Battle Creek,12917 Harper Village Drive,Battle Creek,Michigan,49014,USA,+1 269-580-8600
https://www.marriott.com/hotels/travel/mgwmg-fairfield-inn-and-suites-morgantown/,Fairfield Inn & Suites Morgantown,161 Lewis Drive,Morgantown,West Virginia,26501,USA,+1 304-598-5006
https://www.marriott.com/hotels/travel/dlsfi-fairfield-inn-and-suites-the-dalles/,Fairfield Inn & Suites The Dalles,2014 West 7th Street,The Dalles,Oregon,97058,USA,+1 541-769-0753
https://www.marriott.com/hotels/travel/maffp-four-points-midland/,Four Points by Sheraton Midland,5518 Starboard Drive,Midland,Texas,79706,USA,+1 432-704-5300
https://www.marriott.com/hotels/travel/dalds-towneplace-suites-dallas-desoto/,TownePlace Suites Dallas DeSoto,2700 Travis Street,DeSoto,Texas,75115,USA,+1 972-780-9300
https://www.marriott.com/hotels/travel/atlra-residence-inn-atlanta-airport-north-virginia-avenue/,Residence Inn Atlanta Airport North/Virginia Avenue,3401 International Boulevard,Hapeville,Georgia,30354,USA,+1 404-761-0511
https://www.marriott.com/hotels/travel/hougc-courtyard-houston-by-the-galleria/,Courtyard Houston by The Galleria,2900 Sage Road,Houston,Texas,77056,USA,+1 713-622-3611
https://www.marriott.com/hotels/travel/abqca-courtyard-albuquerque-airport/,Courtyard Albuquerque Airport,1920 Yale Boulevard S.E.,Albuquerque,New Mexico,87106,USA,+1 505-843-6600
https://www.marriott.com/hotels/travel/chatv-towneplace-suites-cleveland/,TownePlace Suites Cleveland,160 Bernham Drive,Cleveland,Tennessee,37312,USA,+1 423-790-7799
https://www.marriott.com/hotels/travel/hvnfp-four-points-meriden/,Four Points by Sheraton Meriden,275 Research Parkway,Meriden,Connecticut,06450,USA,+1 203-238-2380
https://www.marriott.com/hotels/travel/mcndt-towneplace-suites-macon-mercer-university/,TownePlace Suites Macon Mercer University,1550 Mercer University Drive,Macon,Georgia,31204,USA,+1 478-812-8522
https://www.marriott.com/hotels/travel/visvt-fairfield-inn-and-suites-visalia-tulare/,Fairfield Inn & Suites Visalia Tulare,1225 Hillman Street,Tulare,California,93274,USA,+1 559-686-4700
https://www.marriott.com/hotels/travel/pitdt-pittsburgh-marriott-city-center/,Pittsburgh Marriott City Center,112 Washington Place,Pittsburgh,Pennsylvania,15219,USA,+1 412-471-4000
https://www.marriott.com/hotels/travel/atlgw-residence-inn-atlanta-duluth-gwinnett-place/,Residence Inn Atlanta Duluth/Gwinnett Place,1760 Pineland Road,Duluth,Georgia,30096,USA,+1 770-921-2202
https://www.marriott.com/hotels/travel/atlbd-renaissance-atlanta-midtown-hotel/,Renaissance Atlanta Midtown Hotel,"866 W. Peachtree Street, NW",Atlanta,Georgia,30308,USA,+1 678-412-2400
https://www.marriott.com/hotels/travel/wasbv-sheraton-college-park-north-hotel/,Sheraton College Park North Hotel,4095 Powder Mill Road,Beltsville,Maryland,20705,USA,+1 301-937-4422
https://www.marriott.com/hotels/travel/pittw-towneplace-suites-pittsburgh-airport-robinson-township/,TownePlace Suites Pittsburgh Airport/Robinson Township,1006 Sutherland Drive,Robinson Township,Pennsylvania,15205,USA,+1 412-494-4000
https://www.marriott.com/hotels/travel/mciop-marriott-kansas-city-overland-park/,Marriott Kansas City Overland Park,10800 Metcalf Avenue,Overland Park,Kansas,66210,USA,+1 913-451-8000
https://www.marriott.com/hotels/travel/srqwi-the-westin-sarasota/,The Westin Sarasota,100 Marina View Drive,Sarasota,Florida,34236,USA,+1 941-217-4777
https://www.marriott.com/hotels/travel/orfsu-fairfield-inn-and-suites-chesapeake-suffolk/,Fairfield Inn & Suites Chesapeake Suffolk,2122 Jolliff Road,Chesapeake,Virginia,23321,USA,+1 757-966-2727
https://www.marriott.com/hotels/travel/okcts-towneplace-suites-oklahoma-city-airport/,TownePlace Suites Oklahoma City Airport,4601 SW 15th Street,Oklahoma City,Oklahoma,73128,USA,+1 405-600-9988
https://www.marriott.com/hotels/travel/lftcy-courtyard-lafayette-airport/,Courtyard Lafayette Airport,214 East Kaliste Saloom Road,Lafayette,Louisiana,70508,USA,+1 337-232-5005
https://www.marriott.com/hotels/travel/nyclm-fairfield-inn-new-york-manhattan-financial-district/,Fairfield Inn New York Manhattan/Financial District,161 Front Street,New York,New York,10038,USA,+1 212-826-0001
https://www.marriott.com/hotels/travel/abqri-residence-inn-albuquerque/,Residence Inn Albuquerque,3300 Prospect Avenue NE,Albuquerque,New Mexico,87107,USA,+1 505-881-2661
https://www.marriott.com/hotels/travel/stltc-towneplace-suites-st-louis-st-charles/,TownePlace Suites St. Louis St. Charles,1800 Zumbehl Road,St. Charles,Missouri,63303,USA,+1 636-949-6800
https://www.marriott.com/hotels/travel/lihwi-marriotts-waiohai-beach-club/,Marriott's Waiohai Beach Club,"2249 Poipu Road, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-01",Koloa - Kauai,Hawaii,96756,USA,+1 808-742-4400
https://www.marriott.com/hotels/travel/lexfp-four-points-lexington/,Four Points by Sheraton Lexington,1938 Stanton Way,Lexington,Kentucky,40511,USA,+1 859-259-1311
https://www.marriott.com/hotels/travel/lexkn-courtyard-lexington-keeneland-airport/,Courtyard Lexington Keeneland/Airport,3100 Wall St,Lexington,Kentucky,40513,USA,+1 859-224-0460
https://www.marriott.com/hotels/travel/laxrr-renaissance-los-angeles-airport-hotel/,Renaissance Los Angeles Airport Hotel,9620 Airport Boulevard,Los Angeles,California,90045,USA,+1 310-337-2800
https://www.marriott.com/hotels/travel/mcncw-courtyard-warner-robins/,Courtyard Warner Robins,589 Carl Vinson Parkway,Warner Robins,Georgia,31088,USA,+1 478-602-6200
https://www.marriott.com/hotels/travel/wasnh-residence-inn-national-harbor-washington-dc-area/,"Residence Inn National Harbor Washington, DC Area",192 Waterfront St,National Harbor,Maryland,20745,USA,+1 301-749-4755
https://www.marriott.com/hotels/travel/seaal-aloft-seattle-sea-tac-airport/,Aloft Seattle Sea-Tac Airport,19030 28th Avenue South,SeaTac,Washington,98188,USA,+1 206-241-0260
https://www.marriott.com/hotels/travel/boiri-residence-inn-boise-west/,Residence Inn Boise West,7303 West Denton Street,Boise,Idaho,83704,USA,+1 208-385-9000
https://www.marriott.com/hotels/travel/pdxfp-four-points-portland-east/,Four Points by Sheraton Portland East,1919 NE 181st Avenue,Portland,Oregon,97230,USA,+1 503-491-1818
https://www.marriott.com/hotels/travel/pvdln-courtyard-providence-lincoln/,Courtyard Providence Lincoln,636 George Washington Highway,Lincoln,Rhode Island,02865,USA,+1 401-333-3400
https://www.marriott.com/hotels/travel/rfdil-residence-inn-rockford/,Residence Inn Rockford,7542 Colosseum Drive,Rockford,Illinois,61107,USA,+1 815-227-0013
https://www.marriott.com/hotels/travel/houhw-residence-inn-houston-west-energy-corridor/,Residence Inn Houston West/Energy Corridor,1150 Eldridge Parkway,Houston,Texas,77077,USA,+1 281-293-8787
https://www.marriott.com/hotels/travel/atofi-fairfield-inn-and-suites-athens/,Fairfield Inn & Suites Athens,924 East State Street,Athens,Ohio,45701,USA,+1 740-589-5839
