"city","country_code","hours_of_operation","latitude","location_name","location_type","locator_domain","longitude","page_url","phone","state","store_number","street_address","zip"
"Heilbronn","DE","<MISSING>","49.1506","MODEPARK RÖTHER GMBH - HEILBRONN","JACK & JONES","jackjones.com","9.21427","https://www.jackjones.com/nl/en/stores","4971317979990","<MISSING>","11073","Fügerstrasse2","74076"
"Heilbronn","DE","<MISSING>","49.1398","Kaufhof - CD1 - Fil. 626 - Abt. 241","JACK & JONES","jackjones.com","9.2173","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15039","Fleiner Str.15","74072"
"Heilbronn","DE","<MISSING>","49.1398","KAUFHOF - 623 - HEILBRONN","JACK & JONES","jackjones.com","9.21716","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11048","Fleiner Str.15","74072"
"Laval","CA","<MISSING>","45.5699","Laval - Carrefour Laval","JACK & JONES","jackjones.com","-73.7524","https://www.jackjones.com/nl/en/stores","4506811455","<MISSING>","3176","3003 Boulevard Le Carrefour","H7T 1C7"
"Mirabella Eclano (AV)","IT","<MISSING>","41.0508","DM ONE","JACK & JONES","jackjones.com","15.0206","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16493","C.C Small, Via San michele snc","83036"
"Mönchengladbach","DE","<MISSING>","51.1669","Karstadt - CD1 - Fil.237 - Abt.241","JACK & JONES","jackjones.com","6.4453","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11396","Markt10","41236"
"Mönchengladbach","DE","<MISSING>","51.1947","Mönchengladbach - MINTO","JACK & JONES","jackjones.com","6.43828","https://www.jackjones.com/nl/en/stores","4921612948845","<MISSING>","3646","Am Minto3","41061"
"Mönchengladbach","DE","<MISSING>","51.1956","Kaufhof - CD1 - Fil. 437 - Abt. 241","JACK & JONES","jackjones.com","6.44112","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","14987","Hindenburgstr.125 -133","41061"
"Mönchengladbach","DE","<MISSING>","51.195","Mönchengladbach","JACK & JONES","jackjones.com","6.44095","https://www.jackjones.com/nl/en/stores","4921612478365","<MISSING>","2575","Hindenburgstr.124","41061"
"Mönchengladbach","DE","<MISSING>","51.1956","KAUFHOF - 028 - MÖNCHENGLADBACH","JACK & JONES","jackjones.com","6.44112","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11060","Hindenburgstr. 125 -133","41061"
"Mörlenbach","DE","<MISSING>","49.5927","LOSERT GMBH","JACK & JONES","jackjones.com","8.73169","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11323","Weinmeimerstr.50","69509"
"Turku","FI","<MISSING>","60.4304","Skanssi","JACK & JONES","jackjones.com","22.3224","https://www.jackjones.com/nl/en/stores","3580401952683","<MISSING>","10367","Itäkaari20","20730"
"Cornellá de llobregat","ES","<MISSING>","41.3544","ECI CORNELLA 293 - SUC. 0994","JACK & JONES","jackjones.com","2.08859","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","17470","Salvador Dali,15 -19","08940"
"Reutlingen","DE","<MISSING>","48.4937","Reutlingen - Wilhelmstrasse","JACK & JONES","jackjones.com","9.21038","https://www.jackjones.com/nl/en/stores","4971217508959","<MISSING>","4441","Wilhelmstrasse17 -23","72764"
"Reutlingen","DE","<MISSING>","48.4955","Kaufhof - CD1 - Fil. 638 - Abt. 241","JACK & JONES","jackjones.com","9.21215","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15033","Karlstr.20","72764"
"Reutlingen","DE","<MISSING>","48.4954","KAUFHOF - 624 - REUTLINGEN","JACK & JONES","jackjones.com","9.21151","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11908","Karlstr.20","72764"
"Graben-Neundorg","DE","<MISSING>","49.1626","AWG ALLGEMEINE WARENVERTRIEBS- GMBH","JACK & JONES","jackjones.com","8.49163","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11330","Heidelbergerstr.9","76676"
"San Benedetto Del Tronto (AP)","IT","<MISSING>","42.9559","BESTSELLER Showroom - San Benedetto","JACK & JONES","jackjones.com","13.8753","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16496","Via Fusinato,18","63074"
"Eastgardens","AU","<MISSING>","-33.9448","Myer - Eastgardens","JACK & JONES","jackjones.com","151.224","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11216","Shop M1, Westfield ","2036"
"Hyvinkää","FI","<MISSING>","60.6322","Hyvinkää - Willa","JACK & JONES","jackjones.com","24.8637","https://www.jackjones.com/nl/en/stores","358505133115","<MISSING>","5247","Hämeenkatu9","05800"
"Vannes","FR","<MISSING>","47.6596","Vannes - Carrefour","JACK & JONES","jackjones.com","-2.78918","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12891","101 Avenue de la Marne","56000"
"Mosman","AU","<MISSING>","-33.8346","BESTSELLER Showroom  - Australia 3 Best Avenue","JACK & JONES","jackjones.com","151.256","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16572","3 Best Avenue","2088"
"Zwolle","NL","<MISSING>","52.5129","Zwolle - Diezerstraat","JACK & JONES","jackjones.com","6.09626","https://www.jackjones.com/nl/en/stores","31383033366","<MISSING>","4288","Diezerstraat69","8011 RC"
"München-Schwabing","DE","<MISSING>","48.1613","Karstadt - CD1 - Fil.052 - Abt.241","JACK & JONES","jackjones.com","11.5869","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11397","Leopoldstr.82","80802"
"Umeå","SE","<MISSING>","63.8067","Umeå - Ikano","JACK & JONES","jackjones.com","20.2539","https://www.jackjones.com/nl/en/stores","46908201126","<MISSING>","3760","Marknadsgatan3","904 22"
"Wernigerode","DE","<MISSING>","51.8349","AWG ALLGEMEINE WARENVERTRIEBS- GMBH","JACK & JONES","jackjones.com","10.7891","https://www.jackjones.com/nl/en/stores","4903943601826","<MISSING>","11632","Breite Str.52 -54","38855"
"Catania (ct)","IT","<MISSING>","37.5291","BESTSELLER Showroom - Catania","JACK & JONES","jackjones.com","15.097","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16498","Via Marco Polo,39","95126"
"Majadahonda","ES","<MISSING>","40.4733","Madrid - Majadahonda Gran Plaza 2","JACK & JONES","jackjones.com","-3.88083","https://www.jackjones.com/nl/en/stores","34911723136","<MISSING>","10728","C.C. Gran Plaza2 local A061/A062","28220"
"Tournai","BE","<MISSING>","50.6026","Doornik - Les Bastions","JACK & JONES","jackjones.com","3.40529","https://www.jackjones.com/nl/en/stores","3269768553","<MISSING>","4513","Boulevard Walter de Marvis 22, Boite43","7500"
"Beinasco","IT","<MISSING>","45.0237","Beinasco - Le Fornaci","JACK & JONES","jackjones.com","7.59197","https://www.jackjones.com/nl/en/stores","390110462532","<MISSING>","5048","Str. Torino,34 /36","10092"
"Carlisle","GB","<MISSING>","54.8959","Carlisle","JACK & JONES","jackjones.com","-2.9348","https://www.jackjones.com/nl/en/stores","441228636910","<MISSING>","3500","Unit,75 The Lanes Shopping Centre ","CA3 8NX"
"Arnsberg","DE","<MISSING>","51.4513","Arnsberg - Hauptstrasse","JACK & JONES","jackjones.com","7.96442","https://www.jackjones.com/nl/en/stores","4929328961600","<MISSING>","5094","Hauptstrasse19","59755"
"Castellon de la Plana","ES","<MISSING>","39.9878","ECI CASTELLON 992 - SUC. 0970","JACK & JONES","jackjones.com","-0.0479689","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15556","Paseo Morella,1","12006"
"Sevilla","ES","<MISSING>","37.3391","Sevilla - Lagoh","JACK & JONES","jackjones.com","-5.98529","https://www.jackjones.com/nl/en/stores","34955920579","<MISSING>","4713","Avenida Palmas Altas s/n","41012"
"Sevilla","ES","<MISSING>","37.9965","Sevilla - Fashion Outlet","JACK & JONES","jackjones.com","-4.43081","https://www.jackjones.com/nl/en/stores","34610081816","<MISSING>","5338","Autovía A-4 Km531","41300"
"Sevilla","ES","<MISSING>","37.3874","ECI NERVION - SUC. 0017","JACK & JONES","jackjones.com","-5.9686","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11517","Luis Montoto,122","41005"
"Sevilla","ES","<MISSING>","37.3976","ECI PLAZA DEL DUQUE - SUC. 0004","JACK & JONES","jackjones.com","-5.9978","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11522","Plaza Del Duque De La Victoria,8","41002"
"Genova  (GE)","IT","<MISSING>","44.4115","Genova - Fiumara","JACK & JONES","jackjones.com","8.88169","https://www.jackjones.com/nl/en/stores","390100996370","<MISSING>","4991","Via Fiumara,15 /16","16149"
"Uppsala","SE","<MISSING>","59.8772","Gränby","JACK & JONES","jackjones.com","17.6743","https://www.jackjones.com/nl/en/stores","46187490151","<MISSING>","3145","Marknadsgatan1","753 21"
"Grossenhain","DE","<MISSING>","51.2889","AWG Allgemeine Warenvertriebs-GmbH","JACK & JONES","jackjones.com","13.4972","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11102","Riesaer Str.50","01558"
"Schwabisch Gmund","DE","<MISSING>","48.801","Schwäbisch Gmünd - Marktplatz","JACK & JONES","jackjones.com","9.79743","https://www.jackjones.com/nl/en/stores","4971719992693","<MISSING>","4930","Marktplatz30 /1","73525"
"Valencia","ES","<MISSING>","39.4566","ECI AVENIDA DE FRANCIA 293 - SUC. 0036","JACK & JONES","jackjones.com","-0.34666","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","17471","Jose Mesa Y Lopez,18","46023"
"Valencia","ES","<MISSING>","39.4572","ECI AVENIDA DE FRANCIA - SUC. 0036","JACK & JONES","jackjones.com","-0.347257","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11808","Pintor Maella,37","46023"
"Valencia","ES","<MISSING>","39.4798","ECI NUEVO CENTRO - SUC. 0015","JACK & JONES","jackjones.com","-0.389662","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11518","Menendez Pidal,15","46009"
"Valencia","ES","<MISSING>","39.4389","Valencia - El Saler","JACK & JONES","jackjones.com","-0.360612","https://www.jackjones.com/nl/en/stores","34963346315","<MISSING>","3520","Autopista del Saler, 16. C.c. El Saler, local55 -56","46013"
"Valencia","ES","<MISSING>","39.4708","ECI PINTOR SOROLLA - SUC. 0008","JACK & JONES","jackjones.com","-0.37137","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11521","Pintor Sorolla,26","46008"
"Valencia","ES","<MISSING>","39.4566","Valencia - Aqua","JACK & JONES","jackjones.com","-0.346254","https://www.jackjones.com/nl/en/stores","34963305937","<MISSING>","3080","Calle de Menorca19","46023"
"Valencia","ES","<MISSING>","39.4676","ECI TMJ COLON - SUC. 0642","JACK & JONES","jackjones.com","-0.374604","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11943","C/ Colon, 1","46004"
"Samsun","TR","<MISSING>","41.2774","Samsun - Piazza","JACK & JONES","jackjones.com","36.3529","https://www.jackjones.com/nl/en/stores","3625020728","<MISSING>","3860","Merkez Mahallesi Carsamba Caddesi 52","55080"
"Vaughan","CA","<MISSING>","43.8257","Vaughan - Vaughan Mills","JACK & JONES","jackjones.com","-79.537","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","3597","1 Bass Pro Mills Drive","L4K 5W4"
"San Juan De Aznalfarache","ES","<MISSING>","37.3868","ECI SAN JUAN DE AZNALFAR.-SUC.0026","JACK & JONES","jackjones.com","-6.02946","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11936","Camino De Las Erillas, S/n.","41920"
"Erlangen","DE","<MISSING>","49.5922","Kaufhof - CD1 - Fil. 602 - Abt. 241","JACK & JONES","jackjones.com","11.0064","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","14972","Nürnberger Str.30","91052"
"Erlangen","DE","<MISSING>","49.5932","Erlangen - Arcaden","JACK & JONES","jackjones.com","11.0039","https://www.jackjones.com/nl/en/stores","4991319789930","<MISSING>","4551","Nürnberger Str.7","91052"
"Erlangen","DE","<MISSING>","49.5922","KAUFHOF - 617 - ERLANGEN","JACK & JONES","jackjones.com","11.0065","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11917","Nürnberger Str.30","91052"
"Soest","DE","<MISSING>","51.5748","Soest - Brüderstrasse","JACK & JONES","jackjones.com","8.10492","https://www.jackjones.com/nl/en/stores","4929216714550","<MISSING>","5113","Brüderstr.25","59494"
"VILLINGEN-SCHWENNINGEN","DE","<MISSING>","48.0619","MODEPARK RÖTHER GMBH - Villingen","JACK & JONES","jackjones.com","8.45584","https://www.jackjones.com/nl/en/stores","49077212060700","<MISSING>","11872","BENEDIKTINERRING1 -3","78050"
"Baden-Baden","DE","<MISSING>","48.7823","Baden-Baden","JACK & JONES","jackjones.com","8.19212","https://www.jackjones.com/nl/en/stores","4972212761966","<MISSING>","2786","Gewerbepark Cité7","76532"
"Lidköping","SE","<MISSING>","58.5045","Lidköping","JACK & JONES","jackjones.com","13.1546","https://www.jackjones.com/nl/en/stores","4651020860","<MISSING>","10033","Stenportsgatan9","531 30"
"Fauske","NO","<MISSING>","67.2582","Fauske","JACK & JONES","jackjones.com","15.3958","https://www.jackjones.com/nl/en/stores","4746977193","<MISSING>","10325","Sjøgata74","8200"
"Ringsted","DK","<MISSING>","55.4521","Ringsted - Ringsted Outlet","JACK & JONES","jackjones.com","11.7856","https://www.jackjones.com/nl/en/stores","4557616182","<MISSING>","5286","Klosterparks Allé1","4100"
"Tromsø","NO","<MISSING>","69.6745","Tromsø - Jekta Storcenter","JACK & JONES","jackjones.com","18.9284","https://www.jackjones.com/nl/en/stores","4746889691","<MISSING>","3933","Heiloveien19","9015"
"Fuengirola","ES","<MISSING>","36.5266","Fuengirola - Miramar","JACK & JONES","jackjones.com","-4.63221","https://www.jackjones.com/nl/en/stores","34952654717","<MISSING>","4851","Av. de la Encarnación, s/n","29640"
"Lippstadt","DE","<MISSING>","51.6741","Lippstadt - Lange Str.","JACK & JONES","jackjones.com","8.34749","https://www.jackjones.com/nl/en/stores","4929419331536","<MISSING>","4688","Lange Str.45 -47","59555"
"Stoke on Trent","GB","<MISSING>","53.0276","Stoke on Trent - Hanley Shopping Center","JACK & JONES","jackjones.com","-2.17585","https://www.jackjones.com/nl/en/stores","441782209940","<MISSING>","3326","The Potteries","ST1 1PP"
"Eskilstuna","SE","<MISSING>","59.3717","Eskilstuna - Tuna Park","JACK & JONES","jackjones.com","16.4688","https://www.jackjones.com/nl/en/stores","4616120730","<MISSING>","3074","Gunborg Nymans Väg2","632 22"
"Oostende","BE","<MISSING>","51.2315","Oostende - Wittenonnenstraat","JACK & JONES","jackjones.com","2.91892","https://www.jackjones.com/nl/en/stores","3259704580","<MISSING>","3103","Wittenonnenstraat13","8400"
"Besancon","FR","<MISSING>","47.2146","Besancon Chateaufarine","JACK & JONES","jackjones.com","5.94643","https://www.jackjones.com/nl/en/stores","33381554239","<MISSING>","2686","Route de Dole, local73 B","25057"
"Besancon","FR","<MISSING>","47.2378","2510-GL BESANCON","JACK & JONES","jackjones.com","6.02529","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11305","44, rue des Granges","25000"
"Narvik","NO","<MISSING>","68.4382","Narvik","JACK & JONES","jackjones.com","17.4237","https://www.jackjones.com/nl/en/stores","4746977186","<MISSING>","10624","Bolagsgata1","8514"
"Haugesund","NO","<MISSING>","59.3944","Amanda","JACK & JONES","jackjones.com","5.33276","https://www.jackjones.com/nl/en/stores","4752737722","<MISSING>","3014","Longhammerveien27","5536"
"Lienz","AT","<MISSING>","46.8297","H12 fashion store","JACK & JONES","jackjones.com","12.7691","https://www.jackjones.com/nl/en/stores","430485265010","<MISSING>","11229","Hauptplatz12","9900"
"Frankfurt/Main","DE","<MISSING>","50.1148","Karstadt - CD1 - Fil.025 - Abt.241","JACK & JONES","jackjones.com","8.68464","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11367","Zeil90","60313"
"Torino (To)","IT","<MISSING>","45.0316","Coin Torino Lingotto 8941","JACK & JONES","jackjones.com","7.66681","https://www.jackjones.com/nl/en/stores","390110690400","<MISSING>","17003","Via Nizza262 CC Torino Lingotto","10126"
"Falköping","SE","<MISSING>","58.1618","Falköping","JACK & JONES","jackjones.com","13.5521","https://www.jackjones.com/nl/en/stores","4651582288","<MISSING>","4956","Storgatan24","521 42"
"Klagenfurt","AT","<MISSING>","46.6276","Klagenfurt - City Arkade","JACK & JONES","jackjones.com","14.3107","https://www.jackjones.com/nl/en/stores","43463502870","<MISSING>","3554","Heuplatz5","9020"
"Foligno (PG)","IT","<MISSING>","42.9112","King (Foligno)","JACK & JONES","jackjones.com","12.723","https://www.jackjones.com/nl/en/stores","39071659356","<MISSING>","15617","Via Casale Luparini9","06034"
"Brisbane","AU","<MISSING>","-27.4706","Myer - Brisbane City","JACK & JONES","jackjones.com","153.025","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11192","91 Queen Street","4000"
"Wemperhardt","LU","<MISSING>","50.1486","Wemperhardt - Massen","JACK & JONES","jackjones.com","6.0574","https://www.jackjones.com/nl/en/stores","26957039","<MISSING>","4847","Op Der Haart 24","9999"
"Adana","TR","<MISSING>","36.9908","Adana - Optimum Alisveris Merkezi","JACK & JONES","jackjones.com","35.3403","https://www.jackjones.com/nl/en/stores","3223333197","<MISSING>","5039","Haci Sabanci Bulvari No:28 Yuregir","01220"
"Adana","TR","<MISSING>","37.0182","Adana - M1","JACK & JONES","jackjones.com","35.2424","https://www.jackjones.com/nl/en/stores","3222710368","<MISSING>","5118","Yeni Mah. Ögretmenler Bul. 87071 sk. 5","01360"
"Adana","TR","<MISSING>","36.9941","Adana - 01 Burda","JACK & JONES","jackjones.com","35.3071","https://www.jackjones.com/nl/en/stores","3225038839","<MISSING>","5199","Ahmet Remzi Yüregir, Turhan Cemal Beriker Blv. 162-1","01130"
"Paris","FR","<MISSING>","48.8536","BESTSELLER Showroom - Paris","JACK & JONES","jackjones.com","2.36416","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16516","2, rue Neuve Saint Pierre","75004"
"Rivas Vaciamadrid (Madrid)","ES","<MISSING>","40.3373","Madrid - Rivas Futura","JACK & JONES","jackjones.com","-3.52656","https://www.jackjones.com/nl/en/stores","34917136391","<MISSING>","10289","Calle Marie Curie S/N","28529"
"Køge","DK","<MISSING>","55.4572","Køge - Strædet","JACK & JONES","jackjones.com","12.1851","https://www.jackjones.com/nl/en/stores","4556653737","<MISSING>","4245","Rådhusstræde7 D","4600"
"Hønefoss","NO","<MISSING>","60.1648","Hønefoss","JACK & JONES","jackjones.com","10.2543","https://www.jackjones.com/nl/en/stores","4732111910","<MISSING>","3015","Kong Rings gate1","3510"
"Las Palmas De Gran Canaria","ES","<MISSING>","28.1281","Gran Canaria - Las Arenas","JACK & JONES","jackjones.com","-15.4486","https://www.jackjones.com/nl/en/stores","34928492697","<MISSING>","10471","Centro Comercial Las Arenas0","35010"
"Nantes","FR","<MISSING>","47.2166","4400-GL NANTES DECRE","JACK & JONES","jackjones.com","-1.55328","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","13701","7, rue de Briord","44024"
"Glasgow","GB","<MISSING>","55.8752","Glasgow - Braehead","JACK & JONES","jackjones.com","-4.36477","https://www.jackjones.com/nl/en/stores","441418854150","<MISSING>","3422","1 Kings Inch Road","G51 4BN"
"Glasgow","GB","<MISSING>","55.8702","Glasgow Fort","JACK & JONES","jackjones.com","-4.13762","https://www.jackjones.com/nl/en/stores","441417736960","<MISSING>","3448","M8 Junction,10  Fort Shopping Park","G34 9DL"
"Aarhus C","DK","<MISSING>","56.1492","Bruuns Galleri","JACK & JONES","jackjones.com","10.2049","https://www.jackjones.com/nl/en/stores","4586926869","<MISSING>","1048","M.P.Bruuns gade25","8000"
"Aarhus C","DK","<MISSING>","56.1543","Salling - Afd. 1101-470 - Herremode","JACK & JONES","jackjones.com","10.2071","https://www.jackjones.com/nl/en/stores","4586121800","<MISSING>","14893","Søndergade27","8000"
"Aarhus C","DK","<MISSING>","56.1527","Aarhus - Ryesgade","JACK & JONES","jackjones.com","10.2049","https://www.jackjones.com/nl/en/stores","4586124134","<MISSING>","5087","Ryesgade2 A","8000"
"Kungälv","SE","<MISSING>","57.8736","Kungälv - Kongahälla Shopping","JACK & JONES","jackjones.com","11.9676","https://www.jackjones.com/nl/en/stores","460303237870","<MISSING>","14003","Älvebacken29","442 47"
"Hillerød","DK","<MISSING>","55.929","Hillerød - Slotsarkaderne","JACK & JONES","jackjones.com","12.2986","https://www.jackjones.com/nl/en/stores","4548288466","<MISSING>","4675","Slotsarkaderne225","3400"
"Schrobenhausen","DE","<MISSING>","48.5645","AWG Allg. Warenvertriebs GmbH","JACK & JONES","jackjones.com","11.2874","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11616","Rinderhofer Breite6","86529"
"Gouda","NL","<MISSING>","52.0137","Gouda- Kleiweg 37","JACK & JONES","jackjones.com","4.70966","https://www.jackjones.com/nl/en/stores","31182525769","<MISSING>","5331","Kleiweg37","2801 GC"
"Arroyomolinos","ES","<MISSING>","40.2996","ECI C.C.ARROYOMOLINOS - SUC. 375","JACK & JONES","jackjones.com","-3.92581","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11806","Puerto Navacerrada,2","28939"
"Arroyomolinos","ES","<MISSING>","40.2992","Madrid - Xanadu","JACK & JONES","jackjones.com","-3.92755","https://www.jackjones.com/nl/en/stores","34916482657","<MISSING>","10203","Autovía A-5, Km23 .5, Margen Izquierdo","28939"
"Skive","DK","<MISSING>","56.568","Skive","JACK & JONES","jackjones.com","9.02706","https://www.jackjones.com/nl/en/stores","4524845875","<MISSING>","10245","Nørregade18","7800"
"Slagelse","DK","<MISSING>","55.4068","Slagelse - Vestsjællandcentret","JACK & JONES","jackjones.com","11.3556","https://www.jackjones.com/nl/en/stores","4558525300","<MISSING>","4050","VestsjællandsCentret 10 A, st.42","4200"
"Wittenberg","DE","<MISSING>","51.8681","Wittenberg - Arsenal Shopping Center","JACK & JONES","jackjones.com","12.6442","https://www.jackjones.com/nl/en/stores","4934914598850","<MISSING>","4860","Arsenalplatz1","06886"
"Bayreuth","DE","<MISSING>","49.9458","Bayreuth","JACK & JONES","jackjones.com","11.569","https://www.jackjones.com/nl/en/stores","4992150729601","<MISSING>","3414","Hohenzollernring58","95444"
"Bayreuth","DE","<MISSING>","49.9453","Karstadt - CD1 - Fil.047 - Abt.241","JACK & JONES","jackjones.com","11.5741","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11382","Maximilianstr. 40 -42","95444"
"Waalwijk","NL","<MISSING>","51.6892","Waalwijk - De Els","JACK & JONES","jackjones.com","5.06572","https://www.jackjones.com/nl/en/stores","31416745494","<MISSING>","5132","de Els66 b","5141 HN"
"Alcorcón (Madrid)","ES","<MISSING>","40.3578","Madrid - Tres Aguas","JACK & JONES","jackjones.com","-3.83121","https://www.jackjones.com/nl/en/stores","34916210032","<MISSING>","10002","Av. San Martín de Valdeiglesias,20","28922"
"Anglet","FR","<MISSING>","43.487","Anglet - BAB 2","JACK & JONES","jackjones.com","-1.50116","https://www.jackjones.com/nl/en/stores","33559501232","<MISSING>","4278","Avenue Jean Léon Laporte","64600"
"Kaufbeuren","DE","<MISSING>","47.8827","MODEPARK RÖTHER GMBH - KAUFBEUREN","JACK & JONES","jackjones.com","10.6185","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11877","Josef-Landes-Str.44","87600"
"Oulu","FI","<MISSING>","65.0118","Oulu - Valkea","JACK & JONES","jackjones.com","25.4724","https://www.jackjones.com/nl/en/stores","358406786698","<MISSING>","13814","Isokatu22 -25","90100"
"Milano","IT","<MISSING>","45.523","BESTSELLER Showroom - Milano","JACK & JONES","jackjones.com","9.21913","https://www.jackjones.com/nl/en/stores","390264746900","<MISSING>","16491","Viale Sarca336 /f","20126"
"Weert","NL","<MISSING>","51.2529","Weert - Langstraat","JACK & JONES","jackjones.com","5.7066","https://www.jackjones.com/nl/en/stores","31495745291","<MISSING>","4136","Langstraat3 -5","6001 CS"
"Albstadt-Ebingen","DE","<MISSING>","48.2106","AWG Allg. Warenvertriebs GmbH","JACK & JONES","jackjones.com","9.01628","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11338","Kientenstr.12","72458"
"Mühldorf/Inn","DE","<MISSING>","48.2352","MODEPARK RÖTHER GMBH - MÜHLDORF/INN","JACK & JONES","jackjones.com","12.5449","https://www.jackjones.com/nl/en/stores","49086319908180","<MISSING>","11874","Elbestr.32","84453"
"Bergen","NO","<MISSING>","60.3927","Torgalmenning - Bergen","JACK & JONES","jackjones.com","5.32441","https://www.jackjones.com/nl/en/stores","4755321540","<MISSING>","3690","Torgallmenning10","5014"
"Stezzano (Bg)","IT","<MISSING>","45.6481","Stezzano","JACK & JONES","jackjones.com","9.6297","https://www.jackjones.com/nl/en/stores","390354541278","<MISSING>","3279","Via Guzzanica 6264","24040"
"Bretten","DE","<MISSING>","49.0349","MODEPARK RÖTHER GMBH - BRETTEN","JACK & JONES","jackjones.com","8.70218","https://www.jackjones.com/nl/en/stores","49072525044885","<MISSING>","11088","Wilhelmstr.35","75015"
"Couvin","BE","<MISSING>","50.1235","WAMO, Couvin","JACK & JONES","jackjones.com","4.49438","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16980","Route Charlemagne (N5)","5660"
"Leiden","NL","<MISSING>","52.1601","Leiden","JACK & JONES","jackjones.com","4.49346","https://www.jackjones.com/nl/en/stores","31715134046","<MISSING>","4905","Haarlemmerstraat165 B","2312 DM"
"Saint-Laurent-du-Var","FR","<MISSING>","43.6597","Saint-Laurent-du-Var - Cap 3000","JACK & JONES","jackjones.com","7.1952","https://www.jackjones.com/nl/en/stores","33487830011","<MISSING>","5033","Avenue Eugène Donadei","06700"
"Jerez De La Frontera","ES","<MISSING>","36.7042","ECI C.C.JEREZ SUCURSAL 0370","JACK & JONES","jackjones.com","-6.11592","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11963","Avenida De Andalucia,34","11407"
"Cheltenham","AU","<MISSING>","-37.9509","Myer - Southland","JACK & JONES","jackjones.com","145.048","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11200","1153 Nepean Hwy","3192"
"OBERNDORF","DE","<MISSING>","48.2963","AWG ALLGEMEINE WARENVERTRIEBS- GMBH","JACK & JONES","jackjones.com","8.55194","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11625","FRIEDRICH-LIST-STR.10","78727"
"Manchester","GB","<MISSING>","53.4659","Debenhams Plc (JJ Trafford)","JACK & JONES","jackjones.com","-2.34867","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12493","1 Regents Crescent","M17 8AB"
"Manchester","GB","<MISSING>","53.4674","Manchester - Trafford SC","JACK & JONES","jackjones.com","-2.35338","https://www.jackjones.com/nl/en/stores","4401616674924","<MISSING>","5102","Regent Crescent","M17 8AA"
"Manchester","GB","<MISSING>","53.4819","Debenhams Plc (JJ Manchester)","JACK & JONES","jackjones.com","-2.23829","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11851","Market Street","M60 1TA"
"Manchester","GB","<MISSING>","53.4813","BESTSELLER Showroom - Manchester","JACK & JONES","jackjones.com","-2.23154","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16472","Fourways House, 57 Hilton Street4 th floor","M1 2EJ"
