"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.simplyss.com","Simply Self Storage Clintonville","810 E Cooke Rd","Columbus","OH","43214","US		","<MISSING>","+1 (614) 268-4254","<MISSING>","40.052307 ","-82.9985899	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Dayton","1830 Needmore Rd","Dayton","OH","45414","US		","<MISSING>","+1 (937) 274-2222","<MISSING>","39.819876","-84.203321	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Gahanna","841 Taylor Station Road","Gahanna","OH","43230","US		","<MISSING>","+1 (614) 751-1100","<MISSING>","39.998155","-82.836881	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Powell","7533 Woodcutter Drive","Powell","OH","43065","US		","<MISSING>","+1 (614) 923-0388","<MISSING>","40.193370","-83.091455	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Reynoldsburg","7304 Tussing Road","Reynoldsburg","OH","43068","US		","<MISSING>","+1 (614) 866-6661","<MISSING>","39.929767","-82.803997	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage South Columbus","3171 S. High St.","Columbus","OH","43207","US		","<MISSING>","+1 (614) 491-5090","<MISSING>","39.8968429","-82.996896	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage West Columbus","4600 Fisher Road","Columbus","OH","43228","US		","<MISSING>","+1 (614) 851-1000","<MISSING>","39.973238","-83.126874	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Ardmore Commerce St.","1812 S. Commerce St","Ardmore","OK","73401","US		","<MISSING>","+1 (580) 226-2527","<MISSING>","34.149816","-97.142710	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Ardmore Veterans Blvd.","1900 Veterans Blvd","Ardmore","OK","73401","US		","<MISSING>","+1 (580) 223-0196","<MISSING>","34.201157","-97.152773	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Bixby","13455 S Memorial Drive","Bixby","OK","74008","US		","<MISSING>","+1 (918) 369-3888","<MISSING>","35.967549","-95.884684	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Chickasha","120 West Almar Drive","Chickasha","OK","73018","US		","<MISSING>","+1 (405) 222-3011","<MISSING>","35.020718","-97.933381	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Chisholm Creek","13401 North Indiana Ave","Oklahoma City","OK","73134","US		","<MISSING>","+1 (405) 749-1991","<MISSING>","35.606943","-97.544675	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Forest Park","3401 North Bryant Ave","Oklahoma City","OK","73121","US		","<MISSING>","+1 (405) 424-6505","<MISSING>","35.504229","-97.459773	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lake Hefner","5801 West Britton Road","Oklahoma City","OK","73132","US		","<MISSING>","+1 (405) 720-8313","<MISSING>","35.566458","-97.620133	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Moore","3015 North Service Road","Moore","OK","73160","US		","<MISSING>","+1 (405) 799-1717","<MISSING>","35.365811","-97.495840	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Nichols Hills Grand Blvd.","2900 NW Grand Blvd","Oklahoma City","OK","73116","US		","<MISSING>","+1 (405) 848-7011","<MISSING>","35.546419","-97.567137	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Nichols Hills Western Ave.","8200 N. Western Ave","Oklahoma City","OK","73114","US		","<MISSING>","+1 (405) 848-7200","<MISSING>","35.553644","-97.531030	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Norman 12th Ave.","275 12th Avenue SE","Norman","OK","73071","US		","<MISSING>","+1 (405) 360-9200","<MISSING>","35.215654","-97.422622	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Norman Bart Conner Dr.","3405 Bart Conner Drive","Norman","OK","73072","US		","<MISSING>","+1 (405) 360-9186","<MISSING>","35.250741","-97.492688	","Mo- Tu- We- Th- Fr 9:30AM-6:00AM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage South Oklahoma City","8706 S. Shields Blvd","Oklahoma City","OK","73149","US		","<MISSING>","+1 (405) 634-6008","<MISSING>","35.379737","-97.503089	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Stillwater","3416 North Perkins Road","Stillwater","OK","74075","US		","<MISSING>","+1 (405) 377-5372","<MISSING>","36.156721","-97.052101	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Willow Creek","8040 Northwest 122nd Street","Oklahoma City","OK","73142","US		","<MISSING>","+1 (405) 773-9876","<MISSING>","35.593982","-97.657839	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Orefield / Allentown","1925 PA-309","Allentown","PA","18104","US		","<MISSING>","+1 (610) 398-3663","<MISSING>","40.614269 ","-75.573106	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Middletown","75 Browns Lane","Middletown","RI","02842","US		","<MISSING>","+1 (401) 846-4446","<MISSING>","41.537175","-71.295088	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Brentwood/Cool Springs","1734 Carothers Pkwy","Brentwood","TN","37027","US		","<MISSING>","+1 (615) 732-8027","<MISSING>","35.962289","-86.801644	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Collierville Mt. Pleasant Rd.","314 S Mount Pleasant Road","Collierville","TN","38017","US		","<MISSING>","+1 (901) 861-1261","<MISSING>"," 35.036986"," -89.659508	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Collierville Rowlett St.","651 S. Rowlett Street","Collierville","TN","38017","US		","<MISSING>","+1 (901) 854-3561","<MISSING>","35.042849","-89.683979	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Frayser N. Watkins St.","3969 N. Watkins Street","Memphis","TN","38127","US		","<MISSING>","+1 (901) 358-5793","<MISSING>","35.233681","-90.010883	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Frayser Thomas St.","3891 Thomas Street","Memphis","TN","38127","US		","<MISSING>","+1 (901) 353-9933","<MISSING>","35.232225","-90.019130	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Hickory Hill","3545 Hickory Hill Road","Memphis","TN","38115","US		","<MISSING>","+1 (901) 267-4017","<MISSING>","35.051972","-89.866647	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Memphis Airport Area","4720 Getwell Road","Memphis","TN","38118","US		","<MISSING>","+1 (901) 367-2500","<MISSING>","35.019553","-89.936812	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Memphis Raines Rd.","6504 E Raines Road","Memphis","TN","38115","US		","<MISSING>","+1 (901) 794-3840","<MISSING>"," 35.035758"," -89.846094	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Memphis Winchester","6714 Winchester Pointe Cove","Memphis","TN","38115","US		","<MISSING>","+1 (901) 565-0454","<MISSING>"," 35.052091"," -89.840645	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Smyrna/La Vergne","300 Wolverine Trail","Smyrna","TN","37167","US		","<MISSING>","+1 (615) 732-8028","<MISSING>","35.986889","-86.556219	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00AM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Allen","1379 Andrews Pkwy","Allen","TX","75002","US		","<MISSING>","+1 (214) 785-4002","<MISSING>","33.1202","-96.6635	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Clear Lake","650 Bay Area Blvd","Houston","TX","77058","US		","<MISSING>","+1 (281) 972-0000","<MISSING>","29.549246","-95.127917	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Cypress TX","15814 Mueschke Road","Cypress","TX","77433","US		","<MISSING>","+1 (281) 256-8864","<MISSING>","30.003876","-95.724864	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Frisco 4th Army Dr.","4740 4th Army Drive","Frisco","TX","75034","US		","<MISSING>","+1 (214) 872-8046","<MISSING>","33.117646","-96.860144	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Frisco FM423","8388 FM 423","Frisco","TX","75034","US		","<MISSING>","+1 (972) 668-0116","<MISSING>","33.148567","-96.890345	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage McKinney","3801 Hardin Boulevard","McKinney","TX","75070","US		","<MISSING>","+1 (972) 886-8003","<MISSING>","33.160420","-96.662648	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Southlake","950 South Kimball Avenue","Southlake","TX","76092","US		","<MISSING>","+1 (817) 488-8810","<MISSING>","32.926544","-97.113420	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Southwest Arlington ","1800 W Sublet Road","Arlington","TX","76017","US		","<MISSING>","+1 (817) 466-2700","<MISSING>","32.648626","-97.13513	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Ballard"," 2811 NW Market Street","Seattle","WA","98107","US		","<MISSING>","+1 (206) 789-8080","<MISSING>","47.668337","-122.393486	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 8:30AM-5:00PM"
"https://www.simplyss.com","Simply Self Storage Interbay / Queen Anne","1602 15th Avenue West","Seattle","WA","98119","US		","<MISSING>","+1 (206) 497-6009","<MISSING>","47.634513","-122.375862	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 8:30AM-5:00PM"
