locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,naics_code,latitude,longitude,hours_of_operation
www.marriott.com,RESIDENCE INN DALLAS ADDISON/QUORUM DRIVE,14975 Quorum Drive,Dallas,Texas,75254,US,DALAS,9728669933,Residence Inn,NO-DATA,32.951851,-96.825424,false,NO-DATA
www.marriott.com,RENAISSANCE DALLAS HOTEL,2222 North Stemmons Freeway,Dallas,Texas,75207,US,DALBR,2146312222,Renaissance Hotels,NO-DATA,32.802899,-96.831544,false,NO-DATA
www.marriott.com,Dallas Marriott Suites Medical/Market Center,2493 North Stemmons Freeway,Dallas,Texas,75207,US,DALMT,2149050050,Marriott Hotels & Resorts,NO-DATA,32.804649,-96.836995,false,NO-DATA
www.marriott.com,RESIDENCE INN DALLAS AT THE CANYON,3425 Canyon Bluff Boulevard,Dallas,Texas,75211,US,DALWT,2143300100,Residence Inn,NO-DATA,32.766369,-96.875572,false,NO-DATA
www.marriott.com,RESIDENCE INN DALLAS BY THE GALLERIA,5460 James Temple Drive,Dallas,Texas,75240,US,DALDR,4693991019,Residence Inn,NO-DATA,32.928742,-96.81705,false,NO-DATA
www.marriott.com,RESIDENCE INN DALLAS CENTRAL EXPRESSWAY,10333 North Central Expressway,Dallas,Texas,75231,US,DALCE,2147508220,Residence Inn,NO-DATA,32.886705,-96.770428,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DALLAS CENTRAL EXPRESSWAY,10111 North Central Expressway,Dallas,Texas,75231,US,DALSX,4699065861,SpringHill Suites,NO-DATA,32.885,-96.770897,false,NO-DATA
www.marriott.com,RESIDENCE INN DALLAS MARKET CENTER,6950 N Stemmons Freeway,Dallas,Texas,75247,US,DALMK,2146312472,Residence Inn,NO-DATA,32.814893,-96.865216,false,NO-DATA
www.marriott.com,RESIDENCE INN DALLAS DOWNTOWN,1712 Commerce Street,Dallas,Texas,75201,US,DALDZ,2142900122,Residence Inn,NO-DATA,32.780264,-96.796192,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DALLAS DOWNTOWN/WEST END,1907 N. Lamar St,Dallas,Texas,75202,US,DALWE,2149990500,SpringHill Suites,NO-DATA,32.782941,-96.80652,false,NO-DATA
www.marriott.com,RESIDENCE INN DALLAS PARK CENTRAL,7642 LBJ Freeway,Dallas,Texas,75251,US,DALRP,9725031333,Residence Inn,NO-DATA,32.923546,-96.775078,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DALLAS NW HIGHWAY AT STEMMONS/I-35E,2363 Stemmons Trail,Dallas,Texas,75220,US,DALSS,2143502300,SpringHill Suites,NO-DATA,32.856188,-96.886104,false,NO-DATA
www.marriott.com,"The Ritz-Carlton, Dallas",2121 McKinney Avenue,Dallas,Texas,75201,US,DALRZ,2149220200,The Ritz-Carlton,NO-DATA,32.791854,-96.803214,false,NO-DATA
www.marriott.com,Aloft Dallas Love Field,2333 West Mockingbird Lane,Dallas,Texas,75235,US,DALLO,2143587575,Aloft Hotels,NO-DATA,32.826298,-96.846867,false,NO-DATA
www.marriott.com,Aloft Dallas Downtown,1033 Young Street,Dallas,Texas,75202,US,DALDL,2147610000,Aloft Hotels,NO-DATA,32.777149,-96.801175,false,NO-DATA
www.marriott.com,Element Dallas Downtown East,4005 Gaston Avenue,Dallas,Texas,75246,US,DALEA,4693991049,Element Hotels,NO-DATA,32.793511,-96.778045,false,NO-DATA
www.marriott.com,Element Dallas Love Field,2333 West Mockingbird Ln.,Dallas,Texas,75235,US,DALEL,2143587575,NO-DATA,NO-DATA,32.826298,-96.846867,false,NO-DATA
www.marriott.com,"Le Méridien Dallas, The Stoneleigh",2927 Maple Avenue,Dallas,Texas,75201,US,DALML,2148717111,Le Méridien,NO-DATA,32.797497,-96.807373,false,NO-DATA
www.marriott.com,Sheraton Dallas Hotel,400 North Olive Street,Dallas,Texas,75201,US,DALDH,2149228000,Sheraton,NO-DATA,32.78474,-96.794776,false,NO-DATA
www.marriott.com,Le Méridien Dallas by the Galleria,13402 Noel Road,Dallas,Texas,75240,US,DALMD,9725038700,Le Méridien,NO-DATA,32.930622,-96.818098,false,NO-DATA
www.marriott.com,Sheraton Dallas Hotel by the Galleria,4801 Lyndon B. Johnson Freeway,Dallas,Texas,75244,US,DALSL,9726613600,Sheraton,NO-DATA,32.927049,-96.824864,false,NO-DATA
www.marriott.com,Sheraton Suites Market Center Dallas,2101 North Stemmons Freeway,Dallas,Texas,75207,US,DALSI,2147473000,NO-DATA,NO-DATA,32.801012,-96.825719,false,NO-DATA
www.marriott.com,TownePlace Suites Dallas Downtown,555 Evergreen Street,Dallas,Texas,75201,US,DALTX,2147495155,NO-DATA,NO-DATA,32.777925,-96.794881,false,NO-DATA
www.marriott.com,W DALLAS - VICTORY,2440 Victory Park Lane,Dallas,Texas,75219,US,DALWH,2143974100,W Hotels,NO-DATA,32.787753,-96.808687,false,NO-DATA
www.marriott.com,The Westin Dallas Park Central,12720 Merit Drive,Dallas,Texas,75251,US,DALWI,9723853000,Westin Hotels & Resorts,NO-DATA,32.922884,-96.771935,false,NO-DATA
www.marriott.com,The Westin Galleria Dallas,13340 Dallas Parkway,Dallas,Texas,75240,US,DALGW,9729349494,Westin Hotels & Resorts,NO-DATA,32.929558,-96.820734,false,NO-DATA
www.marriott.com,The Westin Dallas Downtown,1201 Main Street,Dallas,Texas,75202,US,DALDW,9725846650,Westin Hotels & Resorts,NO-DATA,32.780708,-96.801932,false,NO-DATA
www.marriott.com,"The Ritz-Carlton, Laguna Niguel",One Ritz-Carlton Drive,Dana Point,California,92629,US,SNARZ,9492402000,The Ritz-Carlton,NO-DATA,33.4759979248046,-117.71979522705,false,NO-DATA
www.marriott.com,Laguna Cliffs Marriott Resort & Spa,25135 Park Lantern,Dana Point,California,92629,US,SNADP,9496615000,Marriott Hotels & Resorts,NO-DATA,33.463883,-117.690744,false,NO-DATA
www.marriott.com,COURTYARD DALTON,785 College Drive,Dalton,Georgia,30720,US,CHADL,7062757215,Courtyard,NO-DATA,34.765424,-85.003742,false,NO-DATA
www.marriott.com,COURTYARD DANBURY,3 Eagle Road,Danbury,Connecticut,06810,US,DXRCY,2037302228,Courtyard,NO-DATA,41.410733,-73.415695,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DANBURY,30 Old Ridgebury Rd,Danbury,Connecticut,06810,US,DXRSH,2037447333,SpringHill Suites,NO-DATA,41.386175,-73.515184,false,NO-DATA
www.marriott.com,RESIDENCE INN DANBURY,22 Segar Street,Danbury,Connecticut,06810,US,DXRRI,2037971256,Residence Inn,NO-DATA,41.383511,-73.474757,false,NO-DATA
www.marriott.com,COURTYARD FORT LAUDERDALE AIRPORT & CRUISE PORT,400 Gulf Stream Way,Dania Beach,Florida,33004,US,FLLHT,9543428333,Courtyard,NO-DATA,26.060256,-80.165589,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Fort Lauderdale Airport & Cruise Port,2081 Griffin Road,Dania Beach,Florida,33312,US,FLLAD,9549812700,Fairfield Inn & Suites,NO-DATA,26.062873,-80.164892,false,NO-DATA
www.marriott.com,COURTYARD BOSTON DANVERS,275 Independence Way,Danvers,Massachusetts,01923,US,BOSDV,9787778630,Courtyard,NO-DATA,42.554404,-70.93685,false,NO-DATA
www.marriott.com,TownePlace Suites Boston North Shore/Danvers,238 Andover Street,Danvers,Massachusetts,01923,US,BOSTD,9787776222,TownePlace Suites,NO-DATA,42.562983,-70.979517,false,NO-DATA
www.marriott.com,COURTYARD DANVILLE,2136 Riverside Drive,Danville,Virginia,24540,US,GSODV,4347912661,Courtyard,NO-DATA,36.595331,-79.406283,false,NO-DATA
www.marriott.com,RESIDENCE INN BOSTON NORTH SHORE/DANVERS,"51 Newbury Street, Route 1",Danvers,Massachusetts,01923,US,BOSDN,9787777171,Residence Inn,NO-DATA,42.558502,-70.978108,false,NO-DATA
www.marriott.com,"HOTEL BLACKHAWK, AUTOGRAPH COLLECTION",200 East 3rd Street,Davenport,Iowa,52801,US,MLIAK,5633225000,Autograph Collection,NO-DATA,41.5224804729223,-90.572632178664,false,NO-DATA
www.marriott.com,COURTYARD DAYTON-UNIVERSITY OF DAYTON,2006 Edwin C Moses Boulevard,Dayton,Ohio,45417,US,DAYUD,9372209060,Courtyard,NO-DATA,39.732712,-84.202414,false,NO-DATA
www.marriott.com,"THE CURRENT IOWA, AUTOGRAPH COLLECTION",215 North Main Street,Davenport,Iowa,52801,US,MLIAQ,5632319555,Autograph Collection,NO-DATA,41.521828,-90.575444,false,NO-DATA
www.marriott.com,COURTYARD DAYTON NORTH,7087 Miller Lane,Dayton,Ohio,45414,US,DAYCN,9378906112,Courtyard,NO-DATA,39.849106,-84.191999,false,NO-DATA
www.marriott.com,RESIDENCE INN DAVENPORT,120 East 55th Street,Davenport,Iowa,52806,US,MLIRI,5633918877,Residence Inn,NO-DATA,41.577072,-90.574018,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Dayton,305 East Monument Avenue,Dayton,Ohio,45402,US,DAYFD,9373319330,Fairfield Inn & Suites,NO-DATA,39.764764,-84.187536,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Dayton South,8035 Washington Village Drive,Dayton,Ohio,45458,US,DAYSF,9374287736,Fairfield Inn & Suites,NO-DATA,39.629488,-84.196746,false,NO-DATA
www.marriott.com,Marriott at the University of Dayton,1414 South Patterson Boulevard,Dayton,Ohio,45409,US,DAYOH,9372231000,NO-DATA,NO-DATA,39.736637,-84.191657,false,NO-DATA
www.marriott.com,RESIDENCE INN DAYTON VANDALIA,7227 York Center Drive,Dayton,Ohio,45414,US,DAYRI,9378902244,Residence Inn,NO-DATA,39.849337,-84.194171,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DAYTON SOUTH/MIAMISBURG,417 Springboro Pike,Dayton,Ohio,45449,US,DAYSH,9374329277,SpringHill Suites,NO-DATA,39.646277,-84.224442,false,NO-DATA
www.marriott.com,COURTYARD DAYTONA BEACH SPEEDWAY/AIRPORT,1605 Richard Petty Blvd.,Daytona Beach,Florida,32114,US,DABCY,3862553388,Courtyard,NO-DATA,29.195323,-81.055685,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Daytona Beach Speedway/Airport,1820 Checkered Flag Boulevard,Daytona Beach,Florida,32114,US,DABFI,3862544700,Fairfield Inn & Suites,NO-DATA,29.194293,-81.070541,false,NO-DATA
www.marriott.com,RESIDENCE INN DAYTONA BEACH SPEEDWAY/AIRPORT,1725 Richard Petty Blvd,Daytona Beach,Florida,32114,US,DABRI,3862523949,Residence Inn,NO-DATA,29.192953,-81.059333,false,NO-DATA
www.marriott.com,Delta Hotels Daytona Beach Oceanfront,2505 South Atlantic Avenue,Daytona Beach Shores,Florida,32118,US,DABDE,3863668515,Delta Hotels and Resorts,NO-DATA,29.187653,-80.988456,false,NO-DATA
www.marriott.com,RESIDENCE INN DAYTONA BEACH OCEANFRONT,3209 South Atlantic Avenue,Daytona Beach Shores,Florida,32118,US,DABDB,3869442000,Residence Inn,NO-DATA,29.159761,-80.973321,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DEADWOOD,322 Main Street,Deadwood,South Dakota,57732,US,RAPDW,6055591600,SpringHill Suites,NO-DATA,44.3857037276029,-103.71909677982,false,NO-DATA
www.marriott.com,"THE HENRY, AUTOGRAPH COLLECTION","Fairlane Plaza, 300 Town Center Drive",Dearborn,Michigan,48126,US,DTWAK,3134412000,Autograph Collection,NO-DATA,42.320384,-83.216963,false,NO-DATA
www.marriott.com,COURTYARD DETROIT DEARBORN,5200 Mercury Drive,Dearborn,Michigan,48126,US,DTTDB,3132711400,Courtyard,NO-DATA,42.324814,-83.20398,false,NO-DATA
www.marriott.com,COURTYARD ATLANTA DECATUR DOWNTOWN/EMORY,130 Clairemont Avenue,Decatur,Georgia,30030,US,ATLDC,4043710204,Courtyard,NO-DATA,33.7768096923828,-84.296951293945,false,NO-DATA
www.marriott.com,"The Dearborn Inn, A Marriott Hotel",20301 Oakwood Boulevard,Dearborn,Michigan,48124,US,DTWDI,3132712700,Marriott Hotels & Resorts,NO-DATA,42.298422,-83.228806,false,NO-DATA
www.marriott.com,TownePlace Suites Dayton North,3642 Maxton Rd,Dayton,Ohio,45414,US,DAYTS,9378985700,TownePlace Suites,NO-DATA,39.85161,-84.193966,false,NO-DATA
www.marriott.com,TownePlace Suites Detroit Dearborn,6141 Mercury Drive,Dearborn,Michigan,48126,US,DTWTD,3132710200,TownePlace Suites,NO-DATA,42.333816,-83.212038,false,NO-DATA
www.marriott.com,COURTYARD DECATUR,1209 Courtyard Circle,Decatur,Alabama,35603,US,HSVDC,2563554446,Courtyard,NO-DATA,34.589467,-87.028982,false,NO-DATA
www.marriott.com,"THE DAYTONA, AUTOGRAPH COLLECTION",1870 Victory Circle,Daytona Beach,Florida,32114,US,DABAK,3863239777,Autograph Collection,NO-DATA,29.193275,-81.073119,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DAYTON VANDALIA,3591 York Plaza Lane,Dayton,Ohio,45414,US,DAYSN,9372804150,SpringHill Suites,NO-DATA,39.849667,-84.193811,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Decatur at Decatur Conference Center,1910 West US Highway 380,Decatur,Texas,76234,US,DFWCA,9406270645,Fairfield Inn & Suites,NO-DATA,33.23435,-97.611458,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Decorah,2041 Iowa State Highway 9,Decorah,Iowa,52101,US,LSEFD,5633828800,Fairfield Inn & Suites,NO-DATA,43.291433,-91.810544,false,NO-DATA
www.marriott.com,RESIDENCE INN DECATUR,1213 Courtyard Circle,Decatur,Alabama,35603,US,HSVRD,2562802666,Residence Inn,NO-DATA,34.587331,-87.029111,false,NO-DATA
www.marriott.com,RESIDENCE INN BOSTON DEDHAM,259 Elm Street,Dedham,Massachusetts,02026,US,BOSDE,7814070999,Residence Inn,NO-DATA,42.22814,-71.177278,false,NO-DATA
www.marriott.com,Fairfield Inn Boston Dedham,235 Elm Street,Dedham,Massachusetts,02026,US,BOSDH,7813266700,Fairfield Inn & Suites,NO-DATA,42.22776,-71.177556,false,NO-DATA
www.marriott.com,COURTYARD CHICAGO DEERFIELD,800 Lake Cook Road,Deerfield,Illinois,60015,US,CHIDF,8479408222,Courtyard,NO-DATA,42.152793,-87.848363,false,NO-DATA
www.marriott.com,Chicago Marriott Suites Deerfield,2 Parkway North,Deerfield,Illinois,60015,US,CHIDS,8474059666,Marriott Hotels & Resorts,NO-DATA,42.164138,-87.878351,false,NO-DATA
www.marriott.com,RESIDENCE INN CHICAGO DEERFIELD,530 Lake Cook Road,Deerfield,Illinois,60015,US,CHIDR,8479404644,Residence Inn,NO-DATA,42.155665,-87.84141,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES OKLAHOMA CITY MIDWEST CITY/DEL CITY,5400 Main Street,Del City,Oklahoma,73115,US,OKCDC,4056040552,SpringHill Suites,NO-DATA,35.442972,-97.425586,false,NO-DATA
www.marriott.com,Delray Beach Marriott,10 North Ocean Boulevard,Delray Beach,Florida,33483,US,PBIDR,5612743200,Marriott Hotels & Resorts,NO-DATA,26.461917,-80.05828,false,NO-DATA
www.marriott.com,COURTYARD DELAND HISTORIC DOWNTOWN,308 North Woodland Boulevard,Deland,Florida,32720,US,DABDL,3869439500,Courtyard,NO-DATA,29.031886,-81.303711,false,NO-DATA
www.marriott.com,RESIDENCE INN DELRAY BEACH,1111 East Atlantic Avenue,Delray Beach,Florida,33483,US,PBIRI,5612767441,NO-DATA,NO-DATA,26.461803,-80.060683,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Delray Beach I-95,910 West Atlantic Avenue,Delray Beach,Florida,33444,US,PBIFD,5612792900,Fairfield Inn & Suites,NO-DATA,26.461131,-80.082467,false,NO-DATA
www.marriott.com,COURTYARD DENTON,2800 Colorado Blvd,Denton,Texas,76210,US,DFWDE,9403824600,Courtyard,NO-DATA,33.184658,-97.100449,false,NO-DATA
www.marriott.com,Aloft Delray Beach,202 SE 5th Avenue,Delray Beach,Florida,33483,US,PBIAY,5614690550,Aloft Hotels,NO-DATA,26.457672,-80.068244,false,NO-DATA
www.marriott.com,RESIDENCE INN DENTON,3761 S I-35E,Denton,Texas,76210,US,DFWRD,9402723800,Residence Inn,NO-DATA,33.173202,-97.086705,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Denton,2900 West University Drive,Denton,Texas,76201,US,DFWDN,9403841700,Fairfield Inn & Suites,NO-DATA,33.230008,-97.170321,false,NO-DATA
www.marriott.com,AC Hotel Denver Downtown,750 15th Street,Denver,Colorado,80202,US,DENAC,3038252888,AC Hotels,NO-DATA,39.744603,-104.993847,false,NO-DATA
www.marriott.com,"THE BROWN PALACE HOTEL AND SPA, AUTOGRAPH COLLECTION",321 17th Street,Denver,Colorado,80202,US,DENAK,3032973111,Autograph Collection,NO-DATA,39.74409866333,-104.98774719238,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DENTON,1434 Centre Place Drive,Denton,Texas,76205,US,DFWSD,9403834100,SpringHill Suites,NO-DATA,33.199311,-97.129226,false,NO-DATA
www.marriott.com,"THE JACQUARD, AUTOGRAPH COLLECTION",222 Milwaukee Street,Denver,Colorado,80206,US,DENCR,3035152000,Autograph Collection,NO-DATA,39.7196,-104.951944,false,NO-DATA
www.marriott.com,COURTYARD DENVER AIRPORT,6901 Tower Road,Denver,Colorado,80249,US,DENAP,3033710300,Courtyard,NO-DATA,39.821861,-104.772062,false,NO-DATA
www.marriott.com,COURTYARD DENVER CHERRY CREEK,1475 S. Colorado Blvd,Denver,Colorado,80222,US,DENCH,3037578797,Courtyard,NO-DATA,39.689727,-104.940632,false,NO-DATA
www.marriott.com,COURTYARD DENVER AIRPORT AT GATEWAY PARK,4343 Airport Way,Denver,Colorado,80239,US,DENUC,3035741212,Courtyard,NO-DATA,39.774222,-104.797153,false,NO-DATA
www.marriott.com,COURTYARD DENVER DOWNTOWN,934 16th Street,Denver,Colorado,80202,US,DENCD,3035711114,Courtyard,NO-DATA,39.746747,-104.995191,false,NO-DATA
www.marriott.com,COURTYARD DENVER STAPLETON,7415 East 41st Avenue,Denver,Colorado,80216,US,DENCA,3033333303,Courtyard,NO-DATA,39.775101,-104.902437,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Denver Airport,6851 Tower Road,Denver,Colorado,80249,US,DENFA,3035769640,NO-DATA,NO-DATA,39.820942,-104.772069,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Denver Downtown,2747 Wyandot Street,Denver,Colorado,80211,US,DENFD,3034552995,Fairfield Inn & Suites,NO-DATA,39.756947,-105.014883,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Denver Cherry Creek,1680 South Colorado Blvd,Denver,Colorado,80222,US,DENFI,3036912223,Fairfield Inn & Suites,NO-DATA,39.685995,-104.9407,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Denver Tech Center North,5071 South Syracuse Street,Denver,Colorado,80237,US,DENXN,3036947500,Fairfield Inn & Suites,NO-DATA,39.62605,-104.900942,false,NO-DATA
www.marriott.com,Denver Marriott Tech Center,4900 S. Syracuse Street,Denver,Colorado,80237,US,DENTC,3037791100,Marriott Hotels & Resorts,NO-DATA,39.626967,-104.901207,false,NO-DATA
www.marriott.com,JW MARRIOTT DENVER CHERRY CREEK,150 Clayton Lane,Denver,Colorado,80206,US,DENJW,3033162700,JW Marriott,NO-DATA,39.718954,-104.955756,false,NO-DATA
www.marriott.com,Moxy Denver Cherry Creek,240 Josephine Street,Denver,Colorado,80206,US,DENOX,3034636699,MOXY Hotels,NO-DATA,39.720275,-104.958153,false,NO-DATA
www.marriott.com,RENAISSANCE DENVER DOWNTOWN CITY CENTER HOTEL,918 17th Street,Denver,Colorado,80202,US,DENDR,3038678100,Renaissance Hotels,NO-DATA,39.7474021911621,-104.99328613281,false,NO-DATA
www.marriott.com,RENAISSANCE DENVER STAPLETON HOTEL,3801 Quebec Street,Denver,Colorado,80207,US,DENSA,3033997500,Renaissance Hotels,NO-DATA,39.770296,-104.903785,false,NO-DATA
www.marriott.com,RESIDENCE INN DENVER CHERRY CREEK,670 S Colorado Boulevard,Denver,Colorado,80246,US,DENRS,3037586200,Residence Inn,NO-DATA,39.7050223499536,-104.9405606836,false,NO-DATA
www.marriott.com,RESIDENCE INN DENVER CITY CENTER,1725 Champa Street,Denver,Colorado,80202,US,DENRD,3032963444,Residence Inn,NO-DATA,39.747675,-104.992398,false,NO-DATA
www.marriott.com,RESIDENCE INN DENVER AIRPORT/CONVENTION CENTER,6762 Tower Road,Denver,Colorado,80249,US,DENRA,3033079100,Residence Inn,NO-DATA,39.818785,-104.770294,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DENVER AIRPORT,18350 East 68th Avenue,Denver,Colorado,80249,US,DENDA,3033719400,SpringHill Suites,NO-DATA,39.819579,-104.774028,false,NO-DATA
www.marriott.com,RESIDENCE INN DENVER STAPLETON,4667 North Central Park Boulevard,Denver,Colorado,80238,US,DENRE,3033733960,Residence Inn,NO-DATA,39.781706,-104.8837,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES DENVER DOWNTOWN,1190 Auraria Parkway,Denver,Colorado,80204,US,DENSD,3037057300,SpringHill Suites,NO-DATA,39.74742,-105.004417,false,NO-DATA
www.marriott.com,RESIDENCE INN DENVER DOWNTOWN,2777 Zuni Street,Denver,Colorado,80211,US,DENTW,3034585318,Residence Inn,NO-DATA,39.75695,-105.015811,false,NO-DATA
www.marriott.com,Aloft Denver Downtown,800 15th Street,Denver,Colorado,80202,US,DENDW,3036233063,Aloft Hotels,NO-DATA,39.744934,-104.994736,false,NO-DATA
www.marriott.com,Le Méridien Denver Downtown,1475 California Street,Denver,Colorado,80202,US,DENMD,3038931888,Le Méridien,NO-DATA,39.744188,-104.993694,false,NO-DATA
www.marriott.com,"The Ritz-Carlton, Denver",1881 Curtis Street,Denver,Colorado,80202,US,DENRZ,3033123800,The Ritz-Carlton,NO-DATA,39.749833,-104.99138,false,NO-DATA
www.marriott.com,TownePlace Suites Denver Airport at Gateway Park,4100 N. Kittredge Street,Denver,Colorado,80239,US,DENTA,3033734243,TownePlace Suites,NO-DATA,39.774222,-104.801619,false,NO-DATA
www.marriott.com,Element Denver Downtown East,1314 North Elati Street,Denver,Colorado,80204,US,DENED,7206145555,Element Hotels,NO-DATA,39.73735,-104.994006,false,NO-DATA
www.marriott.com,Sheraton Denver Downtown Hotel,1550 Court Place,Denver,Colorado,80202,US,DENDS,3038933333,Sheraton,NO-DATA,39.742055,-104.989293,false,NO-DATA
www.marriott.com,TownePlace Suites Denver Downtown,685 Speer Boulevard,Denver,Colorado,80204,US,DENCB,3037222322,NO-DATA,NO-DATA,39.72715,-104.98862,false,NO-DATA
www.marriott.com,"MAGNOLIA HOTEL DENVER, A TRIBUTE PORTFOLIO HOTEL",818 17th Street,Denver,Colorado,80202,US,DENMG,3036079000,Tribute Portfolio,NO-DATA,39.746847,-104.992447,false,NO-DATA
www.marriott.com,Fairfield Inn Deptford,1160 Hurffville Rd.,Deptford,New Jersey,08096,US,PHLDF,8566869050,Fairfield Inn & Suites,NO-DATA,39.83388,-75.089231,false,NO-DATA
www.marriott.com,The Westin Denver International Airport,8300 Peña Boulevard,Denver,Colorado,80249,US,DENAW,3033171800,Westin Hotels & Resorts,NO-DATA,39.849765,-104.674087,false,NO-DATA
www.marriott.com,COURTYARD DEPTFORD,1251 Hurffville Road,Deptford Township,New Jersey,08096,US,PHLPT,8562321500,Courtyard,NO-DATA,39.827392,-75.089194,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Des Moines Airport,6880 Fleur Drive,Des Moines,Iowa,50321,US,DSMAP,5153094444,Fairfield Inn & Suites,NO-DATA,41.521567,-93.645022,false,NO-DATA
www.marriott.com,RESIDENCE INN DEPTFORD,1154 Hurffville Road,Deptford,New Jersey,08096,US,PHLRD,8566869188,NO-DATA,NO-DATA,39.828114,-75.089618,false,NO-DATA
www.marriott.com,TownePlace Suites Denver Southeast,3699 South Monaco Parkway,Denver,Colorado,80237,US,DENTN,3037599393,TownePlace Suites,NO-DATA,39.650529,-104.913058,false,NO-DATA
www.marriott.com,Des Moines Marriott Downtown,700 Grand Avenue,Des Moines,Iowa,50309,US,DSMIA,5152455500,Marriott Hotels & Resorts,NO-DATA,41.587359,-93.626683,false,NO-DATA
www.marriott.com,AC Hotel Des Moines East Village,401 East Grand Avenue,Des Moines,Iowa,50309,US,DSMAD,5155186060,AC Hotels,NO-DATA,41.590272,-93.613036,false,NO-DATA
www.marriott.com,Four Points by Sheraton Seattle Airport South,22406 Pacific Highway South,Des Moines,Washington,98198,US,SEASF,2536420100,Four Points by Sheraton,NO-DATA,47.400629,-122.296834,false,NO-DATA
www.marriott.com,RESIDENCE INN DES MOINES DOWNTOWN,100 SW Water Street,Des Moines,Iowa,50309,US,DSMRD,5152884500,Residence Inn,NO-DATA,41.584168,-93.618048,false,NO-DATA
www.marriott.com,TownePlace Suites Dallas DeSoto,2700 Travis Street,DeSoto,Texas,75115,US,DALDS,9727809300,TownePlace Suites,NO-DATA,32.645523,-96.884689,false,NO-DATA
www.marriott.com,RENAISSANCE DES MOINES SAVERY HOTEL,401 Locust Street,Des Moines,Iowa,50309,US,DSMBR,5152442151,Renaissance Hotels,NO-DATA,41.587359,-93.622564,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Destin,19001 Emerald Coast Parkway,Destin,Florida,32541,US,VPSDF,8506548611,NO-DATA,NO-DATA,30.387646,-86.446283,false,NO-DATA
www.marriott.com,COURTYARD CHICAGO O'HARE,2950 S. River Road,Des Plaines,Illinois,60018,US,CHICA,8478247000,Courtyard,NO-DATA,42.000336,-87.863615,false,NO-DATA
www.marriott.com,COURTYARD SANDESTIN AT GRAND BOULEVARD,100 Grand Boulevard,Destin/Miramar Beach,Florida,32550,US,VPSCY,8506507411,Courtyard,NO-DATA,30.379861,-86.320848,false,NO-DATA
www.marriott.com,RESIDENCE INN SANDESTIN AT GRAND BOULEVARD,300 Grand Boulevard,Destin/Miramar Beach,Florida,32550,US,VPSRI,8506507811,Residence Inn,NO-DATA,30.37971,-86.319061,false,NO-DATA
www.marriott.com,The Westin Book Cadillac Detroit,1114 Washington Boulevard,Detroit,Michigan,48226,US,DTWCW,3134421600,Westin Hotels & Resorts,NO-DATA,42.331814,-83.050899,false,NO-DATA
www.marriott.com,Element Detroit at the Metropolitan,33 John R Street,Detroit,Michigan,48226,US,DTWEL,3133062400,Element Hotels,NO-DATA,42.335356,-83.048719,false,NO-DATA
www.marriott.com,The Westin Detroit Metropolitan Airport,2501 Worldgateway Place,Detroit,Michigan,48242,US,DTWMA,7349426500,Westin Hotels & Resorts,NO-DATA,42.20868,-83.353443,false,NO-DATA
www.marriott.com,The Westin Denver Downtown,1672 Lawrence Street,Denver,Colorado,80202,US,DENWI,3035729100,Westin Hotels & Resorts,NO-DATA,39.749088,-104.99565,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Detroit Lakes,102 West Lake Drive,Detroit Lakes,Minnesota,56501,US,DTLFI,2188440001,Fairfield Inn & Suites,NO-DATA,46.806553,-95.846428,false,NO-DATA
www.marriott.com,TownePlace Suites Dickinson,240 29th Street West,Dickinson,North Dakota,58601,US,DIKTS,7014834724,TownePlace Suites,NO-DATA,46.912094,-102.78941,false,NO-DATA
www.marriott.com,TownePlace Suites Dodge City,2800 West Wyatt Earp Boulevard,Dodge City,Kansas,67801,US,DDCTS,6203717171,TownePlace Suites,NO-DATA,37.754696,-100.056402,false,NO-DATA
